product_id,product_name,category,subcategory,supplier_id,unit_cost,list_price,margin_rate,demand_score,lifecycle_stage,is_active
PRD-00781,Product 0781,Automation,RPA,SUP-00059,8256.35,12194.47,0.477,62.58,Mature,1
PRD-00782,Product 0782,Finance,Expense Control,SUP-00020,15633.87,22939.21,0.467,53.72,Mature,1
PRD-00783,Product 0783,Security,IAM,SUP-00044,10754.34,12733.77,0.184,35.56,Mature,1
PRD-00784,Product 0784,Operations,Logistics,SUP-00041,4814.97,6315.25,0.312,57.35,Growth,1
PRD-00785,Product 0785,Operations,Procurement,SUP-00045,1677.23,2325.85,0.387,49.04,Growth,1
PRD-00786,Product 0786,Security,Threat Detection,SUP-00025,9732.22,14193.11,0.458,57.16,Mature,1
PRD-00787,Product 0787,Finance,Budgeting,SUP-00054,13471.46,19929.59,0.479,65.66,Growth,1
PRD-00788,Product 0788,Operations,Inventory Control,SUP-00026,12159.69,17256.81,0.419,27.33,Mature,1
PRD-00789,Product 0789,Security,Threat Detection,SUP-00096,14502.23,23449.65,0.617,81.85,Growth,1
PRD-00790,Product 0790,Automation,Workflow,SUP-00065,14031.34,20791.74,0.482,99.0,Decline,1
PRD-00791,Product 0791,Analytics,Dashboards,SUP-00116,9387.51,11759.82,0.253,48.26,Mature,1
PRD-00792,Product 0792,Automation,Integration,SUP-00125,4820.96,7234.0,0.501,54.29,Decline,1
PRD-00793,Product 0793,Operations,Maintenance,SUP-00063,14856.64,18934.27,0.274,50.35,Decline,1
PRD-00794,Product 0794,Operations,Procurement,SUP-00143,7956.54,9977.28,0.254,45.9,Growth,1
PRD-00795,Product 0795,Automation,Scheduling,SUP-00158,2566.96,3741.26,0.457,98.17,Mature,1
PRD-00796,Product 0796,Security,Risk Scoring,SUP-00072,16082.61,22618.94,0.406,59.01,Growth,1
PRD-00797,Product 0797,Security,IAM,SUP-00094,3759.8,6002.5,0.596,76.11,Mature,1
PRD-00798,Product 0798,Analytics,Data Modeling,SUP-00072,3060.95,4397.15,0.437,84.3,Growth,1
PRD-00799,Product 0799,Security,Threat Detection,SUP-00111,3498.44,4931.33,0.41,82.08,Intro,1
PRD-00800,Product 0800,Finance,Planning,SUP-00018,3801.1,4713.34,0.24,83.36,Mature,1
PRD-00801,Product 0801,Automation,RPA,SUP-00073,5037.07,7853.13,0.559,41.92,Growth,1
PRD-00802,Product 0802,Operations,Logistics,SUP-00080,10223.44,13489.62,0.319,79.82,Growth,1
PRD-00803,Product 0803,Automation,Workflow,SUP-00151,3890.84,5304.72,0.363,57.73,Mature,1
PRD-00804,Product 0804,Analytics,Dashboards,SUP-00135,15575.73,21825.21,0.401,92.23,Growth,1
PRD-00805,Product 0805,Automation,RPA,SUP-00087,7778.74,12452.67,0.601,49.29,Decline,1
PRD-00806,Product 0806,Security,Risk Scoring,SUP-00092,8548.86,11060.19,0.294,43.98,Intro,1
PRD-00807,Product 0807,Analytics,Forecasting,SUP-00120,12445.14,18435.1,0.481,63.39,Growth,1
PRD-00808,Product 0808,Operations,Procurement,SUP-00011,1084.58,1616.52,0.49,74.3,Growth,1
PRD-00809,Product 0809,Operations,Procurement,SUP-00084,5730.0,6824.3,0.191,32.88,Decline,1
PRD-00810,Product 0810,Security,Threat Detection,SUP-00077,12376.33,16740.87,0.353,56.4,Mature,1
PRD-00811,Product 0811,Automation,RPA,SUP-00139,6944.82,8319.56,0.198,44.64,Growth,1
PRD-00812,Product 0812,Analytics,Data Modeling,SUP-00116,1737.06,2160.62,0.244,78.98,Growth,1
PRD-00813,Product 0813,Operations,Logistics,SUP-00123,8872.86,10772.88,0.214,53.66,Mature,1
PRD-00814,Product 0814,Automation,Integration,SUP-00013,3972.16,5129.12,0.291,82.42,Decline,1
PRD-00815,Product 0815,Security,Compliance,SUP-00133,15880.62,23585.15,0.485,51.1,Growth,1
PRD-00816,Product 0816,Automation,RPA,SUP-00109,2210.55,2752.62,0.245,68.44,Mature,1
PRD-00817,Product 0817,Automation,RPA,SUP-00011,1436.81,1945.15,0.354,39.8,Mature,1
PRD-00818,Product 0818,Security,IAM,SUP-00103,10113.46,14483.12,0.432,61.42,Mature,1
PRD-00819,Product 0819,Automation,Workflow,SUP-00092,3670.52,4661.43,0.27,44.65,Growth,0
PRD-00820,Product 0820,Security,Threat Detection,SUP-00022,15484.18,20032.2,0.294,89.25,Intro,1
PRD-00821,Product 0821,Finance,Revenue Ops,SUP-00084,3264.22,4649.94,0.425,81.52,Growth,1
PRD-00822,Product 0822,Automation,Scheduling,SUP-00134,8568.63,12749.05,0.488,66.95,Mature,1
PRD-00823,Product 0823,Security,Risk Scoring,SUP-00063,13549.96,18825.5,0.389,80.67,Growth,1
PRD-00824,Product 0824,Automation,RPA,SUP-00043,986.44,1321.62,0.34,54.77,Growth,1
PRD-00825,Product 0825,Analytics,Data Modeling,SUP-00045,17993.79,27960.27,0.554,73.66,Growth,0
PRD-00826,Product 0826,Security,Compliance,SUP-00115,13825.98,21383.81,0.547,61.92,Mature,1
PRD-00827,Product 0827,Operations,Inventory Control,SUP-00131,6096.56,7922.29,0.299,72.03,Growth,1
PRD-00828,Product 0828,Automation,Workflow,SUP-00126,8520.78,12740.64,0.495,65.36,Intro,1
PRD-00829,Product 0829,Automation,Integration,SUP-00047,2865.43,4167.39,0.454,62.32,Intro,1
PRD-00830,Product 0830,Operations,Procurement,SUP-00070,7131.79,8636.41,0.211,32.5,Growth,1
PRD-00831,Product 0831,Security,Threat Detection,SUP-00091,5713.97,6901.06,0.208,52.3,Mature,1
PRD-00832,Product 0832,Security,Risk Scoring,SUP-00113,5586.4,6592.66,0.18,94.12,Mature,1
PRD-00833,Product 0833,Automation,Workflow,SUP-00080,13889.47,17282.45,0.244,61.32,Mature,1
PRD-00834,Product 0834,Security,IAM,SUP-00107,14440.41,17792.61,0.232,51.15,Mature,1
PRD-00835,Product 0835,Analytics,Dashboards,SUP-00082,6637.14,8130.23,0.225,64.13,Intro,1
PRD-00836,Product 0836,Security,Compliance,SUP-00008,2154.99,2925.46,0.358,37.41,Growth,1
PRD-00837,Product 0837,Security,IAM,SUP-00150,851.74,1275.6,0.498,55.28,Mature,1
PRD-00838,Product 0838,Analytics,Data Modeling,SUP-00045,17132.83,23668.31,0.381,66.51,Growth,1
PRD-00839,Product 0839,Security,IAM,SUP-00143,1924.29,2737.84,0.423,71.73,Growth,1
PRD-00840,Product 0840,Operations,Maintenance,SUP-00077,11788.45,15653.37,0.328,69.23,Growth,1
PRD-00841,Product 0841,Security,Compliance,SUP-00095,1696.17,2492.31,0.469,89.07,Growth,1
PRD-00842,Product 0842,Finance,Revenue Ops,SUP-00141,14303.13,18963.93,0.326,51.9,Intro,1
PRD-00843,Product 0843,Finance,Expense Control,SUP-00033,6539.93,8609.38,0.316,37.8,Decline,1
PRD-00844,Product 0844,Analytics,Reporting,SUP-00017,5978.81,9540.74,0.596,57.23,Growth,1
PRD-00845,Product 0845,Automation,Scheduling,SUP-00030,517.99,711.32,0.373,53.73,Mature,1
PRD-00846,Product 0846,Automation,Workflow,SUP-00134,17364.03,23903.39,0.377,66.49,Intro,1
PRD-00847,Product 0847,Security,Risk Scoring,SUP-00018,8753.43,10608.85,0.212,58.42,Growth,1
PRD-00848,Product 0848,Security,Risk Scoring,SUP-00103,2756.38,4369.91,0.585,65.75,Mature,1
PRD-00849,Product 0849,Finance,Revenue Ops,SUP-00074,2355.46,3161.37,0.342,65.06,Growth,1
PRD-00850,Product 0850,Automation,Integration,SUP-00014,12288.78,18178.68,0.479,78.36,Decline,1
PRD-00851,Product 0851,Security,IAM,SUP-00031,3795.97,5600.16,0.475,63.07,Mature,1
PRD-00852,Product 0852,Security,Threat Detection,SUP-00131,8959.19,14063.87,0.57,66.78,Mature,1
PRD-00853,Product 0853,Operations,Procurement,SUP-00072,3545.21,5554.18,0.567,93.58,Growth,1
PRD-00854,Product 0854,Security,Threat Detection,SUP-00096,6948.35,8669.14,0.248,35.46,Growth,1
PRD-00855,Product 0855,Security,IAM,SUP-00056,13803.43,16949.28,0.228,66.4,Mature,1
PRD-00856,Product 0856,Analytics,Forecasting,SUP-00083,572.27,899.17,0.571,61.32,Growth,1
PRD-00857,Product 0857,Automation,Integration,SUP-00006,4170.17,5423.37,0.301,64.1,Growth,1
PRD-00858,Product 0858,Security,IAM,SUP-00160,16590.64,25683.25,0.548,73.14,Mature,1
PRD-00859,Product 0859,Finance,Budgeting,SUP-00127,11886.2,16156.59,0.359,49.1,Growth,1
PRD-00860,Product 0860,Analytics,Forecasting,SUP-00097,15910.14,21214.17,0.333,53.58,Mature,1
PRD-00861,Product 0861,Automation,Integration,SUP-00153,510.13,641.9,0.258,75.75,Decline,0
PRD-00862,Product 0862,Operations,Inventory Control,SUP-00155,15811.22,25424.1,0.608,60.63,Mature,1
PRD-00863,Product 0863,Security,Threat Detection,SUP-00065,14080.42,17011.36,0.208,46.96,Growth,0
PRD-00864,Product 0864,Automation,Workflow,SUP-00156,2331.1,3287.7,0.41,76.64,Decline,1
PRD-00865,Product 0865,Operations,Maintenance,SUP-00051,8008.08,11982.35,0.496,74.03,Decline,1
PRD-00866,Product 0866,Analytics,Dashboards,SUP-00137,7023.9,9579.96,0.364,65.93,Mature,1
PRD-00867,Product 0867,Security,Compliance,SUP-00008,15562.65,20387.91,0.31,70.19,Mature,1
PRD-00868,Product 0868,Finance,Planning,SUP-00058,11955.01,14934.28,0.249,72.79,Mature,1
PRD-00869,Product 0869,Security,Threat Detection,SUP-00003,13308.79,16846.62,0.266,61.62,Growth,1
PRD-00870,Product 0870,Operations,Procurement,SUP-00133,16457.82,26262.66,0.596,68.41,Growth,1
PRD-00871,Product 0871,Operations,Logistics,SUP-00102,5688.84,7746.13,0.362,42.88,Intro,1
PRD-00872,Product 0872,Operations,Procurement,SUP-00010,1298.28,1550.68,0.194,59.62,Intro,1
PRD-00873,Product 0873,Operations,Inventory Control,SUP-00087,7880.64,10655.4,0.352,79.53,Intro,1
PRD-00874,Product 0874,Finance,Revenue Ops,SUP-00037,16914.63,24505.29,0.449,99.0,Growth,1
PRD-00875,Product 0875,Security,IAM,SUP-00126,12183.95,17691.23,0.452,65.23,Intro,1
PRD-00876,Product 0876,Automation,RPA,SUP-00032,727.95,889.15,0.221,47.77,Intro,1
PRD-00877,Product 0877,Security,Compliance,SUP-00088,17714.75,22939.13,0.295,57.1,Mature,1
PRD-00878,Product 0878,Security,Compliance,SUP-00107,9753.19,14663.07,0.503,38.46,Growth,1
PRD-00879,Product 0879,Analytics,Reporting,SUP-00031,7174.89,11580.06,0.614,74.54,Decline,1
PRD-00880,Product 0880,Finance,Planning,SUP-00009,8939.62,12564.55,0.405,63.91,Mature,1
PRD-00881,Product 0881,Operations,Logistics,SUP-00139,9703.0,11816.69,0.218,46.89,Decline,1
PRD-00882,Product 0882,Automation,Workflow,SUP-00019,16569.99,25930.56,0.565,59.88,Intro,1
PRD-00883,Product 0883,Finance,Expense Control,SUP-00143,6593.22,9048.67,0.372,75.13,Growth,1
PRD-00884,Product 0884,Automation,Integration,SUP-00040,11937.83,17941.36,0.503,64.0,Mature,1
PRD-00885,Product 0885,Automation,RPA,SUP-00125,2128.19,2740.61,0.288,51.43,Mature,1
PRD-00886,Product 0886,Automation,Scheduling,SUP-00100,7676.05,12003.75,0.564,80.53,Growth,1
PRD-00887,Product 0887,Automation,Integration,SUP-00153,16724.16,21697.9,0.297,68.97,Mature,1
PRD-00888,Product 0888,Operations,Procurement,SUP-00068,13755.27,20430.74,0.485,50.13,Mature,1
PRD-00889,Product 0889,Finance,Revenue Ops,SUP-00141,16733.74,22696.18,0.356,63.57,Decline,1
PRD-00890,Product 0890,Security,IAM,SUP-00078,2382.89,3195.49,0.341,27.19,Mature,0
PRD-00891,Product 0891,Security,IAM,SUP-00075,8435.81,10662.56,0.264,67.56,Mature,1
PRD-00892,Product 0892,Finance,Revenue Ops,SUP-00137,9480.31,14687.82,0.549,99.0,Growth,1
PRD-00893,Product 0893,Operations,Inventory Control,SUP-00135,1763.26,2422.68,0.374,81.69,Intro,1
PRD-00894,Product 0894,Analytics,Dashboards,SUP-00006,9411.15,12829.7,0.363,60.22,Intro,1
PRD-00895,Product 0895,Security,Risk Scoring,SUP-00117,6880.26,8454.28,0.229,67.31,Growth,1
PRD-00896,Product 0896,Operations,Inventory Control,SUP-00141,235.83,293.11,0.243,72.32,Mature,1
PRD-00897,Product 0897,Security,Risk Scoring,SUP-00079,2030.65,2726.58,0.343,73.43,Growth,1
PRD-00898,Product 0898,Analytics,Forecasting,SUP-00098,8830.24,10587.26,0.199,61.08,Mature,1
PRD-00899,Product 0899,Automation,Scheduling,SUP-00066,2017.28,2911.98,0.444,25.99,Decline,1
PRD-00900,Product 0900,Finance,Budgeting,SUP-00143,7232.84,9130.25,0.262,57.1,Growth,0
