campaign_id,campaign_name,channel,target_segment,start_date,end_date,budget,leads_generated,conversion_rate,attributed_revenue
MKT-01783,Campaign 1783,Email,Enterprise,2024-12-02 00:00:00+00:00,2024-12-31 00:00:00+00:00,858338,11126,0.0447,4870248.38
MKT-01784,Campaign 1784,Events,Mid-Market,2023-07-01 00:00:00+00:00,2023-08-06 00:00:00+00:00,307184,2535,0.0439,1832995.67
MKT-01785,Campaign 1785,Events,Mid-Market,2023-04-03 00:00:00+00:00,2023-05-27 00:00:00+00:00,452811,4314,0.0276,2704708.59
MKT-01786,Campaign 1786,Email,Enterprise,2024-06-27 00:00:00+00:00,2024-09-01 00:00:00+00:00,184664,2178,0.048,823536.19
MKT-01787,Campaign 1787,Events,Mid-Market,2025-07-01 00:00:00+00:00,2025-08-05 00:00:00+00:00,734188,11394,0.0465,4368519.67
MKT-01788,Campaign 1788,Events,Enterprise,2023-04-11 00:00:00+00:00,2023-05-27 00:00:00+00:00,877490,23627,0.0587,5655041.15
MKT-01789,Campaign 1789,Events,Enterprise,2024-10-22 00:00:00+00:00,2024-12-04 00:00:00+00:00,479428,4994,0.0719,4045613.46
MKT-01790,Campaign 1790,Search,SMB,2025-09-15 00:00:00+00:00,2025-10-13 00:00:00+00:00,599081,12228,0.0627,5138688.72
MKT-01791,Campaign 1791,Social,Mid-Market,2025-11-27 00:00:00+00:00,2026-01-25 00:00:00+00:00,624633,12712,0.0598,2780744.85
MKT-01792,Campaign 1792,Search,Mid-Market,2025-11-08 00:00:00+00:00,2025-12-05 00:00:00+00:00,457642,10305,0.0393,1819250.2
MKT-01793,Campaign 1793,Email,Mid-Market,2025-11-10 00:00:00+00:00,2026-01-02 00:00:00+00:00,406513,3556,0.0364,1780305.91
MKT-01794,Campaign 1794,Events,SMB,2025-02-16 00:00:00+00:00,2025-03-13 00:00:00+00:00,697755,8020,0.0549,3435656.64
MKT-01795,Campaign 1795,Email,Mid-Market,2025-05-23 00:00:00+00:00,2025-07-19 00:00:00+00:00,301798,2813,0.0523,1878971.2
MKT-01796,Campaign 1796,Email,Enterprise,2024-08-18 00:00:00+00:00,2024-10-07 00:00:00+00:00,798911,21976,0.0542,4579070.3
MKT-01797,Campaign 1797,Social,Enterprise,2025-03-27 00:00:00+00:00,2025-06-25 00:00:00+00:00,383321,4927,0.0272,1246542.14
MKT-01798,Campaign 1798,Partner,SMB,2026-01-01 00:00:00+00:00,2026-03-02 00:00:00+00:00,747818,8199,0.0271,2598285.36
MKT-01799,Campaign 1799,Events,SMB,2023-07-25 00:00:00+00:00,2023-09-25 00:00:00+00:00,431273,3672,0.0346,3142315.55
MKT-01800,Campaign 1800,Partner,SMB,2024-01-06 00:00:00+00:00,2024-04-05 00:00:00+00:00,338843,3810,0.0543,2646417.38
MKT-01801,Campaign 1801,Search,Enterprise,2024-08-28 00:00:00+00:00,2024-10-04 00:00:00+00:00,125253,2674,0.0428,952766.43
MKT-01802,Campaign 1802,Partner,Mid-Market,2024-11-25 00:00:00+00:00,2025-01-30 00:00:00+00:00,375341,3793,0.0673,1211091.25
MKT-01803,Campaign 1803,Partner,Mid-Market,2025-08-31 00:00:00+00:00,2025-10-05 00:00:00+00:00,647980,9659,0.0264,3752328.54
MKT-01804,Campaign 1804,Partner,Mid-Market,2025-07-06 00:00:00+00:00,2025-08-07 00:00:00+00:00,493085,8677,0.0267,4159598.16
MKT-01805,Campaign 1805,Search,SMB,2023-10-27 00:00:00+00:00,2023-11-13 00:00:00+00:00,567748,5096,0.0391,4977472.07
MKT-01806,Campaign 1806,Content,SMB,2025-04-26 00:00:00+00:00,2025-07-14 00:00:00+00:00,546820,6407,0.0337,4750731.41
MKT-01807,Campaign 1807,Events,Enterprise,2023-02-02 00:00:00+00:00,2023-03-27 00:00:00+00:00,425027,5357,0.0294,3449434.4
MKT-01808,Campaign 1808,Events,Enterprise,2025-08-28 00:00:00+00:00,2025-11-26 00:00:00+00:00,289583,2616,0.0436,1962358.51
MKT-01809,Campaign 1809,Search,Enterprise,2024-02-02 00:00:00+00:00,2024-02-22 00:00:00+00:00,177046,1479,0.0442,1434213.57
MKT-01810,Campaign 1810,Partner,SMB,2023-09-25 00:00:00+00:00,2023-11-10 00:00:00+00:00,140812,1522,0.0221,1168341.85
MKT-01811,Campaign 1811,Content,SMB,2024-04-03 00:00:00+00:00,2024-07-03 00:00:00+00:00,676369,6090,0.0327,4355248.03
MKT-01812,Campaign 1812,Content,Mid-Market,2025-07-11 00:00:00+00:00,2025-10-01 00:00:00+00:00,413843,5668,0.0537,1636103.37
MKT-01813,Campaign 1813,Events,Enterprise,2026-01-03 00:00:00+00:00,2026-03-17 00:00:00+00:00,85432,734,0.0378,357127.5
MKT-01814,Campaign 1814,Email,Mid-Market,2023-02-10 00:00:00+00:00,2023-04-23 00:00:00+00:00,753317,7552,0.029,5301644.73
MKT-01815,Campaign 1815,Email,Mid-Market,2025-07-08 00:00:00+00:00,2025-08-06 00:00:00+00:00,355566,3040,0.0364,2404608.81
MKT-01816,Campaign 1816,Search,SMB,2024-09-26 00:00:00+00:00,2024-11-03 00:00:00+00:00,267241,2370,0.0225,1480300.15
MKT-01817,Campaign 1817,Email,SMB,2023-08-17 00:00:00+00:00,2023-10-23 00:00:00+00:00,443103,6614,0.0706,1694158.02
MKT-01818,Campaign 1818,Content,Enterprise,2023-01-12 00:00:00+00:00,2023-01-26 00:00:00+00:00,356013,3106,0.0563,1577850.87
MKT-01819,Campaign 1819,Content,Enterprise,2024-03-13 00:00:00+00:00,2024-06-09 00:00:00+00:00,381041,4532,0.0814,3347896.84
MKT-01820,Campaign 1820,Search,Enterprise,2024-02-06 00:00:00+00:00,2024-04-14 00:00:00+00:00,265153,2488,0.0436,861203.73
MKT-01821,Campaign 1821,Social,Mid-Market,2025-07-23 00:00:00+00:00,2025-10-12 00:00:00+00:00,52408,530,0.0364,411784.21
MKT-01822,Campaign 1822,Email,Enterprise,2024-10-28 00:00:00+00:00,2025-01-25 00:00:00+00:00,568005,4806,0.0282,3769267.93
MKT-01823,Campaign 1823,Email,Mid-Market,2025-05-29 00:00:00+00:00,2025-07-31 00:00:00+00:00,686893,6983,0.0493,2357808.96
MKT-01824,Campaign 1824,Partner,Mid-Market,2025-03-27 00:00:00+00:00,2025-04-20 00:00:00+00:00,876544,8778,0.0348,4888530.99
MKT-01825,Campaign 1825,Events,Mid-Market,2023-11-07 00:00:00+00:00,2023-12-02 00:00:00+00:00,150179,1204,0.0266,1165652.66
MKT-01826,Campaign 1826,Social,SMB,2024-07-26 00:00:00+00:00,2024-10-19 00:00:00+00:00,180509,1594,0.0632,1201376.5
MKT-01827,Campaign 1827,Search,Mid-Market,2025-05-16 00:00:00+00:00,2025-07-05 00:00:00+00:00,399249,4430,0.0426,3347506.56
MKT-01828,Campaign 1828,Social,SMB,2025-12-26 00:00:00+00:00,2026-01-25 00:00:00+00:00,721124,7031,0.0462,6191354.57
MKT-01829,Campaign 1829,Social,SMB,2024-05-14 00:00:00+00:00,2024-06-07 00:00:00+00:00,587419,10132,0.0455,4600211.62
MKT-01830,Campaign 1830,Partner,Enterprise,2024-08-11 00:00:00+00:00,2024-10-06 00:00:00+00:00,617490,7318,0.0486,4484685.89
MKT-01831,Campaign 1831,Search,Enterprise,2023-12-25 00:00:00+00:00,2024-02-21 00:00:00+00:00,499368,4048,0.014,1900805.27
MKT-01832,Campaign 1832,Email,Enterprise,2023-03-24 00:00:00+00:00,2023-05-20 00:00:00+00:00,908600,18006,0.0236,6801926.42
MKT-01833,Campaign 1833,Content,Mid-Market,2023-12-25 00:00:00+00:00,2024-02-08 00:00:00+00:00,372221,3217,0.0715,2518849.23
MKT-01834,Campaign 1834,Events,Mid-Market,2023-07-28 00:00:00+00:00,2023-08-28 00:00:00+00:00,107828,1058,0.0413,573985.77
MKT-01835,Campaign 1835,Search,Mid-Market,2025-01-08 00:00:00+00:00,2025-02-01 00:00:00+00:00,448775,7352,0.0486,3415453.84
MKT-01836,Campaign 1836,Social,Mid-Market,2025-08-30 00:00:00+00:00,2025-09-14 00:00:00+00:00,837490,6968,0.0548,4760755.2
MKT-01837,Campaign 1837,Social,Mid-Market,2024-10-23 00:00:00+00:00,2024-11-21 00:00:00+00:00,516623,7050,0.036,3686492.36
MKT-01838,Campaign 1838,Email,Enterprise,2025-12-22 00:00:00+00:00,2026-01-18 00:00:00+00:00,746378,9633,0.0249,5352695.13
MKT-01839,Campaign 1839,Events,Enterprise,2024-03-02 00:00:00+00:00,2024-03-28 00:00:00+00:00,641239,8176,0.0201,4786191.45
MKT-01840,Campaign 1840,Partner,SMB,2025-02-08 00:00:00+00:00,2025-03-24 00:00:00+00:00,834922,15881,0.0259,4297260.8
MKT-01841,Campaign 1841,Content,Enterprise,2023-06-19 00:00:00+00:00,2023-08-13 00:00:00+00:00,567749,6142,0.031,2403062.23
MKT-01842,Campaign 1842,Content,Mid-Market,2025-05-05 00:00:00+00:00,2025-06-02 00:00:00+00:00,695339,8486,0.0298,5059456.2
MKT-01843,Campaign 1843,Events,Mid-Market,2024-01-30 00:00:00+00:00,2024-03-27 00:00:00+00:00,571602,4630,0.0214,3100882.75
MKT-01844,Campaign 1844,Email,SMB,2024-12-12 00:00:00+00:00,2025-02-16 00:00:00+00:00,271708,2593,0.0567,2350990.52
MKT-01845,Campaign 1845,Email,Mid-Market,2023-07-17 00:00:00+00:00,2023-08-31 00:00:00+00:00,48909,657,0.0656,429632.61
MKT-01846,Campaign 1846,Events,Mid-Market,2025-01-04 00:00:00+00:00,2025-02-25 00:00:00+00:00,394206,3426,0.027,3347285.79
MKT-01847,Campaign 1847,Search,SMB,2025-04-01 00:00:00+00:00,2025-05-31 00:00:00+00:00,868612,7346,0.0146,5067002.5
MKT-01848,Campaign 1848,Partner,Mid-Market,2025-11-17 00:00:00+00:00,2025-12-28 00:00:00+00:00,116025,1340,0.043,985524.84
MKT-01849,Campaign 1849,Search,SMB,2023-06-16 00:00:00+00:00,2023-07-27 00:00:00+00:00,236483,1947,0.0662,806772.32
MKT-01850,Campaign 1850,Social,SMB,2024-05-16 00:00:00+00:00,2024-06-17 00:00:00+00:00,19884,243,0.0207,135578.29
MKT-01851,Campaign 1851,Partner,Enterprise,2024-08-13 00:00:00+00:00,2024-10-16 00:00:00+00:00,396631,7245,0.0212,3441055.3
MKT-01852,Campaign 1852,Partner,Mid-Market,2025-02-06 00:00:00+00:00,2025-04-12 00:00:00+00:00,872225,10602,0.0041,2849961.11
MKT-01853,Campaign 1853,Email,SMB,2023-05-28 00:00:00+00:00,2023-07-25 00:00:00+00:00,408248,5176,0.0461,3046285.78
MKT-01854,Campaign 1854,Content,Mid-Market,2025-02-13 00:00:00+00:00,2025-05-07 00:00:00+00:00,763958,9416,0.026,4984931.79
MKT-01855,Campaign 1855,Email,Mid-Market,2023-06-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,554557,10917,0.0561,1986329.69
MKT-01856,Campaign 1856,Social,Mid-Market,2024-03-31 00:00:00+00:00,2024-06-03 00:00:00+00:00,91431,1713,0.0536,400833.8
MKT-01857,Campaign 1857,Content,SMB,2023-10-03 00:00:00+00:00,2023-11-06 00:00:00+00:00,288342,4092,0.0659,1141622.72
MKT-01858,Campaign 1858,Email,Mid-Market,2024-05-30 00:00:00+00:00,2024-07-14 00:00:00+00:00,428146,4156,0.0595,3152995.21
MKT-01859,Campaign 1859,Email,Mid-Market,2024-06-09 00:00:00+00:00,2024-07-14 00:00:00+00:00,306408,5485,0.0167,2322939.42
MKT-01860,Campaign 1860,Search,Mid-Market,2024-01-04 00:00:00+00:00,2024-01-20 00:00:00+00:00,278289,6575,0.0375,2407369.85
MKT-01861,Campaign 1861,Social,Mid-Market,2025-07-12 00:00:00+00:00,2025-09-03 00:00:00+00:00,560139,9485,0.0602,4218563.17
MKT-01862,Campaign 1862,Search,Enterprise,2026-01-01 00:00:00+00:00,2026-03-17 00:00:00+00:00,286185,4046,0.0201,2169589.61
MKT-01863,Campaign 1863,Email,Enterprise,2026-02-06 00:00:00+00:00,2026-05-07 00:00:00+00:00,793021,19827,0.036,4487522.54
MKT-01864,Campaign 1864,Events,Enterprise,2023-06-01 00:00:00+00:00,2023-07-25 00:00:00+00:00,824989,11473,0.0431,3351701.6
MKT-01865,Campaign 1865,Events,Mid-Market,2024-10-29 00:00:00+00:00,2025-01-06 00:00:00+00:00,37984,432,0.0412,211588.01
MKT-01866,Campaign 1866,Social,Mid-Market,2023-10-19 00:00:00+00:00,2023-11-07 00:00:00+00:00,912988,8359,0.0467,3461018.39
MKT-01867,Campaign 1867,Search,SMB,2025-12-05 00:00:00+00:00,2025-12-21 00:00:00+00:00,523690,6663,0.0311,4159825.83
MKT-01868,Campaign 1868,Social,SMB,2025-06-07 00:00:00+00:00,2025-08-16 00:00:00+00:00,398701,3955,0.027,2269040.09
MKT-01869,Campaign 1869,Content,Mid-Market,2025-09-06 00:00:00+00:00,2025-10-28 00:00:00+00:00,515126,5365,0.0492,3938962.69
MKT-01870,Campaign 1870,Email,Mid-Market,2024-01-30 00:00:00+00:00,2024-03-01 00:00:00+00:00,752692,9000,0.0391,6425118.3
MKT-01871,Campaign 1871,Social,Mid-Market,2023-06-13 00:00:00+00:00,2023-08-03 00:00:00+00:00,131168,1536,0.0758,679259.52
MKT-01872,Campaign 1872,Partner,Enterprise,2025-03-07 00:00:00+00:00,2025-04-13 00:00:00+00:00,167550,2741,0.0242,730801.9
MKT-01873,Campaign 1873,Email,Enterprise,2024-11-14 00:00:00+00:00,2024-12-16 00:00:00+00:00,55860,1159,0.0411,255447.62
MKT-01874,Campaign 1874,Social,SMB,2025-04-15 00:00:00+00:00,2025-06-18 00:00:00+00:00,712288,8614,0.0208,5243954.06
MKT-01875,Campaign 1875,Social,Enterprise,2024-03-14 00:00:00+00:00,2024-05-18 00:00:00+00:00,733482,12360,0.0479,3338170.01
MKT-01876,Campaign 1876,Events,Enterprise,2024-09-27 00:00:00+00:00,2024-10-25 00:00:00+00:00,63826,934,0.0387,323922.98
MKT-01877,Campaign 1877,Content,Enterprise,2023-03-20 00:00:00+00:00,2023-06-11 00:00:00+00:00,762998,7448,0.0504,5049662.88
MKT-01878,Campaign 1878,Partner,Mid-Market,2024-04-14 00:00:00+00:00,2024-05-23 00:00:00+00:00,326569,3425,0.0306,1860464.47
MKT-01879,Campaign 1879,Events,Enterprise,2025-01-26 00:00:00+00:00,2025-03-30 00:00:00+00:00,57819,1196,0.0126,254000.29
MKT-01880,Campaign 1880,Search,Mid-Market,2025-03-17 00:00:00+00:00,2025-05-24 00:00:00+00:00,530957,11371,0.0624,3134036.97
MKT-01881,Campaign 1881,Partner,SMB,2024-04-09 00:00:00+00:00,2024-06-01 00:00:00+00:00,626104,5585,0.0564,3562819.38
MKT-01882,Campaign 1882,Social,Mid-Market,2023-01-12 00:00:00+00:00,2023-02-19 00:00:00+00:00,74773,1068,0.0571,513446.12
MKT-01883,Campaign 1883,Content,Mid-Market,2024-05-01 00:00:00+00:00,2024-07-26 00:00:00+00:00,245946,4785,0.0562,1343435.11
MKT-01884,Campaign 1884,Events,SMB,2025-03-25 00:00:00+00:00,2025-04-15 00:00:00+00:00,124393,1379,0.0436,961391.08
MKT-01885,Campaign 1885,Search,Mid-Market,2023-05-09 00:00:00+00:00,2023-06-19 00:00:00+00:00,229373,1878,0.0518,1037114.46
MKT-01886,Campaign 1886,Social,Mid-Market,2024-10-24 00:00:00+00:00,2024-11-14 00:00:00+00:00,305718,3420,0.0275,1843652.42
MKT-01887,Campaign 1887,Email,SMB,2025-12-24 00:00:00+00:00,2026-02-22 00:00:00+00:00,843160,9456,0.0353,6482076.9
MKT-01888,Campaign 1888,Content,Enterprise,2025-08-28 00:00:00+00:00,2025-10-23 00:00:00+00:00,446426,3882,0.0602,2099641.25
MKT-01889,Campaign 1889,Events,SMB,2023-08-17 00:00:00+00:00,2023-10-05 00:00:00+00:00,573934,10845,0.0745,2596893.42
MKT-01890,Campaign 1890,Search,Enterprise,2025-05-02 00:00:00+00:00,2025-08-01 00:00:00+00:00,211554,2472,0.0473,1355957.74
MKT-01891,Campaign 1891,Events,Enterprise,2023-12-04 00:00:00+00:00,2024-02-16 00:00:00+00:00,559857,9878,0.004,3481380.13
MKT-01892,Campaign 1892,Social,Mid-Market,2024-10-08 00:00:00+00:00,2024-12-01 00:00:00+00:00,304503,3155,0.0477,2598215.38
MKT-01893,Campaign 1893,Partner,SMB,2025-02-11 00:00:00+00:00,2025-04-26 00:00:00+00:00,414654,4817,0.0647,3196219.96
MKT-01894,Campaign 1894,Search,Enterprise,2025-06-17 00:00:00+00:00,2025-09-15 00:00:00+00:00,170666,1523,0.0371,839703.62
MKT-01895,Campaign 1895,Content,Enterprise,2024-03-16 00:00:00+00:00,2024-05-20 00:00:00+00:00,593101,6790,0.0259,2369597.95
MKT-01896,Campaign 1896,Search,Enterprise,2023-07-15 00:00:00+00:00,2023-10-07 00:00:00+00:00,109370,1229,0.0574,503681.62
MKT-01897,Campaign 1897,Events,Mid-Market,2025-10-06 00:00:00+00:00,2025-11-28 00:00:00+00:00,390385,4957,0.0363,2133634.51
MKT-01898,Campaign 1898,Search,SMB,2024-03-31 00:00:00+00:00,2024-06-21 00:00:00+00:00,396761,9929,0.0362,1470026.03
MKT-01899,Campaign 1899,Email,Mid-Market,2024-05-13 00:00:00+00:00,2024-06-19 00:00:00+00:00,357211,4616,0.0153,1677370.41
MKT-01900,Campaign 1900,Email,Mid-Market,2024-09-03 00:00:00+00:00,2024-10-21 00:00:00+00:00,217341,5586,0.0156,1671915.01
MKT-01901,Campaign 1901,Events,Enterprise,2023-05-29 00:00:00+00:00,2023-08-08 00:00:00+00:00,127152,1408,0.0554,818105.47
MKT-01902,Campaign 1902,Email,SMB,2025-06-06 00:00:00+00:00,2025-08-03 00:00:00+00:00,605976,10790,0.0222,2070313.37
MKT-01903,Campaign 1903,Content,Enterprise,2025-11-21 00:00:00+00:00,2026-01-01 00:00:00+00:00,861277,23795,0.0703,2799688.77
MKT-01904,Campaign 1904,Email,Enterprise,2023-08-16 00:00:00+00:00,2023-10-18 00:00:00+00:00,223195,2155,0.0739,1195016.33
MKT-01905,Campaign 1905,Content,Enterprise,2025-02-25 00:00:00+00:00,2025-03-21 00:00:00+00:00,118540,1835,0.0253,407270.63
MKT-01906,Campaign 1906,Email,Mid-Market,2025-03-22 00:00:00+00:00,2025-04-05 00:00:00+00:00,189607,2025,0.031,933019.83
MKT-01907,Campaign 1907,Partner,SMB,2024-02-23 00:00:00+00:00,2024-04-19 00:00:00+00:00,286176,2955,0.0533,1284355.42
MKT-01908,Campaign 1908,Search,Mid-Market,2023-11-14 00:00:00+00:00,2023-12-01 00:00:00+00:00,349718,4374,0.0664,2065206.57
MKT-01909,Campaign 1909,Email,Mid-Market,2024-06-06 00:00:00+00:00,2024-06-21 00:00:00+00:00,288396,8220,0.0447,1820379.09
MKT-01910,Campaign 1910,Events,Mid-Market,2023-08-17 00:00:00+00:00,2023-11-13 00:00:00+00:00,111395,1041,0.0316,783021.98
MKT-01911,Campaign 1911,Email,Mid-Market,2024-05-03 00:00:00+00:00,2024-06-15 00:00:00+00:00,696445,10151,0.0358,3881332.51
MKT-01912,Campaign 1912,Social,Enterprise,2024-04-03 00:00:00+00:00,2024-05-21 00:00:00+00:00,55334,956,0.0438,362943.43
MKT-01913,Campaign 1913,Email,Enterprise,2024-05-29 00:00:00+00:00,2024-07-12 00:00:00+00:00,307081,3014,0.0334,2042863.75
MKT-01914,Campaign 1914,Events,Enterprise,2023-08-15 00:00:00+00:00,2023-11-02 00:00:00+00:00,708102,6677,0.0615,3578261.58
MKT-01915,Campaign 1915,Email,SMB,2025-12-30 00:00:00+00:00,2026-02-14 00:00:00+00:00,561985,5196,0.0309,2719151.14
MKT-01916,Campaign 1916,Partner,SMB,2024-05-16 00:00:00+00:00,2024-06-08 00:00:00+00:00,173789,1667,0.0493,1205474.64
MKT-01917,Campaign 1917,Events,SMB,2024-09-10 00:00:00+00:00,2024-11-22 00:00:00+00:00,124865,2415,0.0542,557515.81
MKT-01918,Campaign 1918,Content,Mid-Market,2024-09-15 00:00:00+00:00,2024-10-19 00:00:00+00:00,569681,5428,0.0422,2019884.65
MKT-01919,Campaign 1919,Social,Mid-Market,2024-03-31 00:00:00+00:00,2024-05-08 00:00:00+00:00,25896,454,0.0384,90642.94
MKT-01920,Campaign 1920,Content,Mid-Market,2024-03-03 00:00:00+00:00,2024-03-21 00:00:00+00:00,292834,4678,0.0416,1486625.17
MKT-01921,Campaign 1921,Social,SMB,2023-08-09 00:00:00+00:00,2023-10-30 00:00:00+00:00,774774,13280,0.0281,6717411.42
MKT-01922,Campaign 1922,Email,Mid-Market,2025-12-17 00:00:00+00:00,2026-02-28 00:00:00+00:00,312364,5712,0.0544,1864130.01
MKT-01923,Campaign 1923,Partner,SMB,2025-06-01 00:00:00+00:00,2025-06-20 00:00:00+00:00,327923,3767,0.0399,1626514.24
MKT-01924,Campaign 1924,Social,Enterprise,2025-02-14 00:00:00+00:00,2025-03-20 00:00:00+00:00,160582,1773,0.038,1115370.84
MKT-01925,Campaign 1925,Content,Mid-Market,2024-12-23 00:00:00+00:00,2025-03-20 00:00:00+00:00,424245,4147,0.0245,1694534.15
MKT-01926,Campaign 1926,Events,SMB,2024-04-09 00:00:00+00:00,2024-06-23 00:00:00+00:00,225315,4264,0.0732,1817322.86
MKT-01927,Campaign 1927,Events,Mid-Market,2025-01-23 00:00:00+00:00,2025-03-06 00:00:00+00:00,37524,483,0.0557,329082.88
MKT-01928,Campaign 1928,Content,Enterprise,2025-12-24 00:00:00+00:00,2026-03-08 00:00:00+00:00,534102,6026,0.0186,3574549.85
MKT-01929,Campaign 1929,Events,Mid-Market,2023-05-02 00:00:00+00:00,2023-06-12 00:00:00+00:00,31955,470,0.051,123739.92
MKT-01930,Campaign 1930,Partner,Enterprise,2024-01-01 00:00:00+00:00,2024-01-23 00:00:00+00:00,548097,9974,0.0323,4593204.28
MKT-01931,Campaign 1931,Social,SMB,2023-07-12 00:00:00+00:00,2023-09-05 00:00:00+00:00,197959,4711,0.0275,756427.78
MKT-01932,Campaign 1932,Email,Mid-Market,2025-01-05 00:00:00+00:00,2025-02-10 00:00:00+00:00,276641,4607,0.0303,1091111.5
MKT-01933,Campaign 1933,Social,SMB,2023-12-16 00:00:00+00:00,2024-03-15 00:00:00+00:00,92899,1133,0.0503,670443.02
MKT-01934,Campaign 1934,Partner,Enterprise,2024-06-24 00:00:00+00:00,2024-08-18 00:00:00+00:00,207672,4140,0.0397,1506937.64
MKT-01935,Campaign 1935,Content,Enterprise,2023-03-15 00:00:00+00:00,2023-04-19 00:00:00+00:00,345265,3032,0.0412,1541790.13
MKT-01936,Campaign 1936,Social,Mid-Market,2025-09-30 00:00:00+00:00,2025-12-15 00:00:00+00:00,327711,3322,0.0465,2304626.13
MKT-01937,Campaign 1937,Content,Enterprise,2025-12-25 00:00:00+00:00,2026-03-16 00:00:00+00:00,903208,20448,0.057,7578868.19
MKT-01938,Campaign 1938,Search,Mid-Market,2024-05-19 00:00:00+00:00,2024-08-03 00:00:00+00:00,97259,1827,0.079,765586.13
MKT-01939,Campaign 1939,Partner,Enterprise,2024-10-17 00:00:00+00:00,2025-01-15 00:00:00+00:00,453053,11430,0.0378,2122925.85
MKT-01940,Campaign 1940,Content,Enterprise,2023-02-15 00:00:00+00:00,2023-04-12 00:00:00+00:00,495477,4422,0.0352,2541729.0
MKT-01941,Campaign 1941,Partner,Mid-Market,2025-07-13 00:00:00+00:00,2025-08-24 00:00:00+00:00,901018,16133,0.0437,7805658.66
MKT-01942,Campaign 1942,Content,SMB,2023-12-21 00:00:00+00:00,2024-02-27 00:00:00+00:00,760608,6231,0.0533,4410421.31
MKT-01943,Campaign 1943,Content,Mid-Market,2024-03-20 00:00:00+00:00,2024-04-11 00:00:00+00:00,573499,4667,0.0596,4592357.68
MKT-01944,Campaign 1944,Partner,Mid-Market,2023-12-30 00:00:00+00:00,2024-03-26 00:00:00+00:00,586078,10285,0.0261,1977944.64
MKT-01945,Campaign 1945,Social,SMB,2024-09-04 00:00:00+00:00,2024-11-20 00:00:00+00:00,830806,7023,0.0808,2810059.04
MKT-01946,Campaign 1946,Email,SMB,2024-03-30 00:00:00+00:00,2024-05-15 00:00:00+00:00,37737,565,0.0231,155927.9
MKT-01947,Campaign 1947,Social,Mid-Market,2025-05-15 00:00:00+00:00,2025-06-25 00:00:00+00:00,731361,11264,0.0563,3456442.83
MKT-01948,Campaign 1948,Search,Mid-Market,2025-04-20 00:00:00+00:00,2025-05-14 00:00:00+00:00,264059,2260,0.054,2152932.13
MKT-01949,Campaign 1949,Email,Enterprise,2023-12-24 00:00:00+00:00,2024-02-11 00:00:00+00:00,584851,6612,0.0196,2340974.84
MKT-01950,Campaign 1950,Search,SMB,2025-03-25 00:00:00+00:00,2025-04-18 00:00:00+00:00,443250,4586,0.0463,3456279.01
MKT-01951,Campaign 1951,Social,Enterprise,2025-07-19 00:00:00+00:00,2025-08-13 00:00:00+00:00,435239,6013,0.0141,3078361.65
MKT-01952,Campaign 1952,Search,Enterprise,2023-05-05 00:00:00+00:00,2023-06-17 00:00:00+00:00,838969,10230,0.0287,4890290.39
MKT-01953,Campaign 1953,Partner,SMB,2023-07-11 00:00:00+00:00,2023-09-16 00:00:00+00:00,811971,7757,0.0409,4983390.24
MKT-01954,Campaign 1954,Social,Mid-Market,2023-03-07 00:00:00+00:00,2023-03-30 00:00:00+00:00,171695,3410,0.0443,1107241.83
MKT-01955,Campaign 1955,Content,Mid-Market,2026-01-01 00:00:00+00:00,2026-01-27 00:00:00+00:00,374412,3022,0.0619,1836350.81
MKT-01956,Campaign 1956,Social,Mid-Market,2023-08-06 00:00:00+00:00,2023-10-27 00:00:00+00:00,84867,792,0.0309,650379.57
MKT-01957,Campaign 1957,Events,Mid-Market,2025-10-02 00:00:00+00:00,2025-12-25 00:00:00+00:00,230486,3899,0.0478,954136.88
MKT-01958,Campaign 1958,Social,SMB,2024-05-31 00:00:00+00:00,2024-07-26 00:00:00+00:00,495660,5057,0.0568,2048418.79
MKT-01959,Campaign 1959,Events,Mid-Market,2023-12-29 00:00:00+00:00,2024-01-29 00:00:00+00:00,229489,6342,0.0411,1528057.72
MKT-01960,Campaign 1960,Content,Mid-Market,2024-10-23 00:00:00+00:00,2025-01-04 00:00:00+00:00,522600,5093,0.0419,2609800.88
MKT-01961,Campaign 1961,Email,Enterprise,2026-02-05 00:00:00+00:00,2026-03-02 00:00:00+00:00,527470,4940,0.0187,1729015.93
MKT-01962,Campaign 1962,Social,SMB,2024-06-12 00:00:00+00:00,2024-09-11 00:00:00+00:00,903804,18987,0.0161,6145142.75
MKT-01963,Campaign 1963,Social,Mid-Market,2023-03-15 00:00:00+00:00,2023-04-02 00:00:00+00:00,694060,11111,0.0285,5350740.68
MKT-01964,Campaign 1964,Search,Enterprise,2025-07-22 00:00:00+00:00,2025-09-05 00:00:00+00:00,506066,5418,0.0643,3503073.89
MKT-01965,Campaign 1965,Partner,SMB,2025-04-26 00:00:00+00:00,2025-06-07 00:00:00+00:00,139945,1419,0.0643,819476.81
MKT-01966,Campaign 1966,Email,Mid-Market,2024-08-06 00:00:00+00:00,2024-10-21 00:00:00+00:00,33216,806,0.062,234791.5
MKT-01967,Campaign 1967,Email,Mid-Market,2023-12-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,737843,10053,0.0479,4178968.52
MKT-01968,Campaign 1968,Partner,Enterprise,2025-04-30 00:00:00+00:00,2025-07-10 00:00:00+00:00,621665,7949,0.0504,4229805.68
