customer_id,customer_name,segment,industry,region,country,signup_date,employee_count,annual_revenue,engagement_score,customer_health_score,churn_risk_score,churn_flag,total_orders,total_revenue,total_margin,recent_order_count,recent_revenue,recent_avg_discount,recent_avg_shipping_days,recent_last_order,days_since_last_order,order_velocity,revenue_90d_target,signup_year,signup_month,signup_quarter,signup_dayofweek,signup_day,signup_is_month_start,signup_is_month_end,recent_order_year,recent_order_month,recent_order_quarter,recent_order_dayofweek,recent_order_day,recent_order_is_month_start,recent_order_is_month_end,recent_revenue_ratio,customer_value_proxy,segment_frequency,industry_frequency,region_frequency,total_orders_standard_scaled,total_revenue_standard_scaled,recent_revenue_standard_scaled,days_since_last_order_standard_scaled,customer_value_proxy_standard_scaled
CUS-006916,Customer 06916,SMB,Retail,North America,Country-04,2024-10-06 00:00:00+00:00,21034,4519117,45.25,22.91,68.2,1,3.0,250173.17,97315.79,2,216728.91,0.09905,14.0,2026-06-13 00:00:00+00:00,52,0.0577,291905.95,2024,10,4,6,6,0,0,2026,6,2,5,13,0,0,0.04795824272750628,190301.14650000003,0.294,0.099375,0.319625,-0.8382809603950366,-0.8632030624777384,-0.3238194426335857,-0.46499260648937724,-0.321126657969117
CUS-006917,Customer 06917,Mid-Market,Retail,Europe,Country-05,2023-08-30 00:00:00+00:00,9437,10838103,40.25,25.26,72.07,1,5.0,450844.86,200553.08,0,0.0,0.0,0.0,,999,0.005,0.0,2023,8,3,2,30,0,0,0,0,0,0,0,0,0,0.0,125.0,0.419125,0.099375,0.211125,-0.6985674669958639,-0.7323348481989342,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-006918,Customer 06918,Mid-Market,Education,Asia Pacific,Country-06,2023-05-28 00:00:00+00:00,15899,14379270,54.75,22.15,77.6,1,8.0,706283.4,317440.57,2,228485.09000000003,0.0721499999999999,10.0,2026-05-08 00:00:00+00:00,88,0.0909,279514.51,2023,5,2,6,28,0,0,2026,5,2,4,8,0,0,0.015889894966851587,191496.61450000003,0.419125,0.09575,0.186,-0.48899722689710473,-0.5657503858475939,-0.2976026003207996,-0.36702458949617656,-0.31850736610836405
CUS-006919,Customer 06919,Mid-Market,Energy,North America,Country-07,2025-04-29 00:00:00+00:00,2131,7655443,37.58,21.35,76.56,1,9.0,1171346.39,538075.55,2,333481.57,0.03745,9.5,2026-05-29 00:00:00+00:00,67,0.1343,417605.56,2025,4,2,1,29,0,0,2026,5,2,4,29,0,0,0.043561368035788396,282912.074,0.419125,0.100375,0.319625,-0.4191404801975183,-0.2624591591256716,-0.06345544031154561,-0.42417259940887697,-0.11821445235798245
CUS-006920,Customer 06920,Mid-Market,Retail,Europe,Country-08,2025-03-23 00:00:00+00:00,13186,9515368,49.13,22.62,81.74,1,8.0,1244050.11,472582.83,2,317786.24,0.05865,10.5,2026-06-22 00:00:00+00:00,43,0.186,376866.3,2025,3,1,6,23,0,0,2026,6,2,0,22,0,0,0.03339715710417085,263667.701,0.419125,0.099375,0.211125,-0.48899722689710473,-0.2150453659402641,-0.09845677506970178,-0.4894846107376774,-0.1603792192644943
CUS-006921,Customer 06921,SMB,Manufacturing,Middle East & Africa,Country-09,2023-04-21 00:00:00+00:00,11047,4445874,52.62,38.64,60.6,1,8.0,657565.76,259993.62,2,241700.42,0.114,7.5,2026-02-27 00:00:00+00:00,158,0.0506,258914.31,2023,4,2,4,21,0,0,2026,2,1,4,27,0,0,0.0543651079630237,188565.1765,0.294,0.100875,0.1235,-0.48899722689710473,-0.5975216364444151,-0.26813178388880976,-0.17653122312050853,-0.3249301994202569
CUS-006922,Customer 06922,SMB,Telecom,North America,Country-10,2023-10-17 00:00:00+00:00,15274,4905139,63.06,30.74,68.17,1,7.0,846836.71,380018.56,1,187838.42,0.0437,13.0,2026-06-24 00:00:00+00:00,41,0.1707,207412.77,2023,10,4,1,17,0,0,2026,6,2,2,24,0,0,0.03829420939957053,151997.3375,0.294,0.098375,0.319625,-0.5588539735966911,-0.474088424508278,-0.3882466137613773,-0.4949272783484108,-0.40505099149333995
CUS-006923,Customer 06923,Mid-Market,Energy,Middle East & Africa,Country-11,2024-10-30 00:00:00+00:00,14642,19040774,73.13,23.29,60.07,1,5.0,956963.94,420311.26,2,468861.91,0.107,13.5,2026-04-23 00:00:00+00:00,103,0.0485,403838.27,2024,10,4,2,30,0,0,2026,4,2,3,23,0,0,0.024624099314450136,330100.6585,0.419125,0.100375,0.1235,-0.6985674669958639,-0.40226885726602707,0.2384491771774141,-0.3262045824156763,-0.014823416126729968
CUS-006924,Customer 06924,Mid-Market,Telecom,North America,Country-12,2025-06-03 00:00:00+00:00,2716,10436771,56.53,27.83,74.98,1,11.0,1058391.33,420666.35,5,527052.87,0.0503399999999999,10.6,2026-08-02 00:00:00+00:00,2,5.5,620749.33,2025,6,2,1,3,0,0,2026,8,3,6,2,0,0,0.05049961046381108,565583.4135,0.419125,0.098375,0.319625,-0.27942698679834554,-0.3361228981212177,0.36821779439403035,-0.6010592967577115,0.5011235297715975
CUS-006925,Customer 06925,Mid-Market,Education,North America,Country-13,2025-03-24 00:00:00+00:00,1273,13693746,65.98,22.56,90.59,1,12.0,1130123.6,512949.29,4,568119.02,0.050025,8.0,2026-08-04 00:00:00+00:00,0,12.0,661827.49,2025,3,1,0,24,0,0,2026,8,3,1,4,0,0,0.041487480489268605,758887.2295,0.419125,0.09575,0.319625,-0.20957024009875916,-0.2893426368842439,0.4597972682489066,-0.606501964368445,0.9246556627114054
CUS-006926,Customer 06926,Enterprise,Energy,North America,Country-14,2023-09-14 00:00:00+00:00,3156,381058125,83.32,56.66,39.9,0,42.0,4179833.75,1754635.15,8,923326.24,0.0614125,9.75,2026-07-30 00:00:00+00:00,5,8.4,895151.96,2023,9,3,3,14,0,0,2026,7,3,3,30,0,0,0.0024230587918837843,892633.682,0.286875,0.100375,0.319625,1.8861321608888326,1.6995284460195963,1.2519263165539765,-0.5928952953416115,1.2176965424654693
CUS-006927,Customer 06927,Enterprise,Energy,Middle East & Africa,Country-15,2025-03-18 00:00:00+00:00,5462,196750063,100.0,57.86,46.76,0,37.0,4610455.99,1883321.84,12,1602320.22,0.06985,11.916666666666666,2026-07-25 00:00:00+00:00,10,3.7,1825428.79,2025,3,1,1,18,0,0,2026,7,3,5,25,0,0,0.008143937519349104,1372328.1645,0.286875,0.100375,0.1235,1.5368484273909007,1.9803591081699905,2.7661152882259814,-0.5792886263147781,2.2687157697976517
CUS-006928,Customer 06928,SMB,Healthcare,Asia Pacific,Country-16,2024-10-15 00:00:00+00:00,18174,4341172,35.54,11.27,82.96,1,4.0,349225.15,167430.33000000002,0,0.0,0.0,0.0,,999,0.004,0.0,2024,10,4,1,15,0,0,0,0,0,0,0,0,0,0.0,100.0,0.294,0.100625,0.186,-0.7684242136954503,-0.7986062289962451,-0.8071352525388437,2.1121105071928743,-0.7378607863049068
CUS-006929,Customer 06929,Mid-Market,Energy,Latin America,Country-17,2024-02-21 00:00:00+00:00,6748,21818211,79.13,28.07,78.83,1,11.0,1169460.06,468634.41,3,190698.56,0.0899999999999999,9.666666666666666,2026-06-16 00:00:00+00:00,49,0.2245,212632.82,2024,2,1,2,21,0,0,2026,6,2,1,16,0,0,0.008740338976463286,156313.411,0.419125,0.100375,0.15975,-0.27942698679834554,-0.2636893308486511,-0.3818683650979091,-0.4731566079054773,-0.395594396930406
CUS-006930,Customer 06930,SMB,Education,Europe,Country-18,2023-12-06 00:00:00+00:00,24249,4432987,28.71,14.14,89.5,1,3.0,497105.46,222013.06,0,0.0,0.0,0.0,,999,0.003,0.0,2023,12,4,2,6,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.09575,0.211125,-0.8382809603950366,-0.7021659583397517,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-006931,Customer 06931,Enterprise,Retail,Latin America,Country-19,2025-01-01 00:00:00+00:00,2191,27446551,88.52,33.56,63.87,1,14.0,1668355.24,608415.19,4,450196.82,0.0583,10.25,2026-06-29 00:00:00+00:00,36,0.3889,595734.11,2025,1,1,2,1,1,0,2026,6,2,0,29,0,0,0.016402673691131537,398308.1665,0.286875,0.099375,0.15975,-0.06985674669958639,0.061665587520265394,0.19682513592558243,-0.5085339473752443,0.13462045903064926
CUS-006932,Customer 06932,SMB,Logistics,Asia Pacific,Country-20,2025-01-22 00:00:00+00:00,12707,3740915,35.31,9.31,87.66,1,3.0,137012.41,57013.850000000006,2,131592.54,0.05215,7.5,2026-05-28 00:00:00+00:00,68,0.0441,138047.68,2025,1,1,2,22,0,0,2026,5,2,3,28,0,0,0.035176565091695484,102056.204,0.294,0.10575,0.186,-0.8382809603950366,-0.9370009489042309,-0.513677609774018,-0.42145126560351026,-0.5144729120243174
CUS-006933,Customer 06933,Mid-Market,Education,Asia Pacific,Country-21,2025-04-02 00:00:00+00:00,17902,4182163,48.43,17.89,86.63,1,7.0,656227.58,286476.73,1,74863.94,0.1152,19.0,2026-05-03 00:00:00+00:00,93,0.0753,85350.63,2025,4,2,2,2,0,0,2026,5,2,6,3,0,0,0.017900770486468365,61700.7965,0.419125,0.09575,0.186,-0.5588539735966911,-0.5983943316760325,-0.6401850944182743,-0.3534179204693431,-0.6028923347124351
CUS-006934,Customer 06934,Mid-Market,Telecom,Latin America,Country-22,2024-02-21 00:00:00+00:00,1373,3576624,54.01,29.43,70.86,1,7.0,564483.29,282402.84,4,270997.27,0.077075,11.75,2026-07-08 00:00:00+00:00,27,0.2593,238414.82,2024,2,1,2,21,0,0,2026,7,3,2,8,0,0,0.07576901290155186,198326.595,0.419125,0.098375,0.15975,-0.5588539735966911,-0.6582254488733649,-0.20279841057270323,-0.5330259516235444,-0.30354275615414417
CUS-006935,Customer 06935,Mid-Market,Logistics,Latin America,Country-23,2023-08-29 00:00:00+00:00,12863,21664842,47.14,10.1,81.28,1,7.0,680621.28,276085.05,1,268683.29,0.0091,18.0,2026-03-03 00:00:00+00:00,154,0.0455,237664.09,2023,8,3,1,29,0,0,2026,3,1,1,3,0,0,0.012401811654107609,191793.2475,0.419125,0.10575,0.15975,-0.5588539735966911,-0.5824859593557872,-0.20795869637769615,-0.1874165583419753,-0.31785743787730253
CUS-006936,Customer 06936,SMB,Finance,Asia Pacific,Country-00,2025-02-22 00:00:00+00:00,1725,908478,49.96,16.48,72.82,1,4.0,436804.68,201913.98,0,0.0,0.0,0.0,,999,0.004,0.0,2025,2,1,5,22,0,0,0,0,0,0,0,0,0,0.0,100.0,0.294,0.099875,0.186,-0.7684242136954503,-0.7414911635952565,-0.8071352525388437,2.1121105071928743,-0.7378607863049068
CUS-006937,Customer 06937,SMB,Manufacturing,North America,Country-01,2023-09-30 00:00:00+00:00,19751,2783322,61.17,46.81,57.3,0,6.0,574677.05,180417.52,1,22905.14,0.0481,2.0,2026-02-15 00:00:00+00:00,170,0.0353,24216.24,2023,9,3,5,30,0,1,2026,2,1,6,15,0,0,0.008229425125802907,18520.239999999998,0.294,0.100875,0.319625,-0.6287107202962775,-0.6515775795700929,-0.7560556974850516,-0.14387521745610832,-0.6975017096043042
CUS-006938,Customer 06938,Mid-Market,Education,Latin America,Country-02,2024-11-09 00:00:00+00:00,11697,4050836,28.44,28.57,66.09,1,9.0,1121652.96,532697.63,1,50261.21,0.1348,19.0,2026-03-13 00:00:00+00:00,144,0.0625,53557.9,2024,11,4,5,9,0,0,2026,3,1,4,13,0,0,0.012407614131996456,40412.248999999996,0.419125,0.09575,0.15975,-0.4191404801975183,-0.29486677200563854,-0.6950503561677585,-0.21462989639564214,-0.6495359246654934
CUS-006939,Customer 06939,Enterprise,Finance,North America,Country-03,2024-04-03 00:00:00+00:00,21620,543869038,69.56,60.02,40.23,0,38.0,4287914.34,1909755.96,10,1056674.37,0.10022,8.4,2026-07-15 00:00:00+00:00,20,1.9,1107000.83,2024,4,2,2,3,0,0,2026,7,3,2,15,0,0,0.001942883849181354,857620.0385,0.286875,0.099875,0.319625,1.606705174090487,1.7700132952352456,1.5492990087818,-0.5520752882611112,1.1409810206490298
CUS-006940,Customer 06940,Enterprise,Logistics,Middle East & Africa,Country-04,2024-06-11 00:00:00+00:00,16450,895745492,56.79,57.26,46.85,0,40.0,5485362.95,2289076.76,12,1625560.0,0.069475,9.666666666666666,2026-08-01 00:00:00+00:00,3,13.3333,1922185.55,2024,6,2,1,11,0,0,2026,8,3,5,1,1,0,0.0018147565514066801,1656321.4425,0.286875,0.10575,0.1235,1.7464186674896598,2.5509304304890335,2.8179411064461717,-0.5983379629523449,2.8909501429251216
CUS-006941,Customer 06941,SMB,Finance,Europe,Country-05,2023-07-08 00:00:00+00:00,7939,1043372,56.67,31.55,60.03,1,5.0,274984.51,80447.87,0,0.0,0.0,0.0,,999,0.005,0.0,2023,7,3,5,8,0,0,0,0,0,0,0,0,0,0.0,125.0,0.294,0.099875,0.211125,-0.6985674669958639,-0.847022325874263,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-006942,Customer 06942,Mid-Market,Finance,North America,Country-06,2023-08-13 00:00:00+00:00,3893,14183088,77.89,32.47,60.43,1,14.0,1909115.17,705826.02,2,108192.84,0.0093,19.5,2026-05-03 00:00:00+00:00,93,0.1505,139279.81,2023,8,3,6,13,0,0,2026,5,2,6,3,0,0,0.007628299281510486,95787.5695,0.419125,0.099875,0.319625,-0.06985674669958639,0.21867738180470012,-0.5658600572243376,-0.3534179204693431,-0.5282076028097548
CUS-006943,Customer 06943,Mid-Market,Energy,North America,Country-07,2024-08-10 00:00:00+00:00,3979,18729411,55.56,4.02,100.0,1,9.0,1144594.29,378943.76,1,21873.54,0.1948,18.0,2026-03-12 00:00:00+00:00,145,0.0621,25790.1,2024,8,3,5,10,0,0,2026,3,1,3,12,0,0,0.0011678712160248926,19328.451,0.419125,0.100375,0.319625,-0.4191404801975183,-0.2799055640231834,-0.75835621470492,-0.21190856259027546,-0.6957309047863827
CUS-006944,Customer 06944,Mid-Market,Finance,Asia Pacific,Country-08,2023-08-22 00:00:00+00:00,850,10348904,48.15,17.47,79.64,1,7.0,602389.67,272599.96,2,88631.04000000001,0.07475,14.0,2026-05-05 00:00:00+00:00,91,0.0769,91680.44,2023,8,3,1,22,0,0,2026,5,2,1,5,0,0,0.0085642924120274,69463.07,0.419125,0.099875,0.186,-0.5588539735966911,-0.6335047707329965,-0.6094838045601437,-0.3588605880800765,-0.585885054049558
CUS-006945,Customer 06945,Mid-Market,Education,Europe,Country-09,2024-08-25 00:00:00+00:00,7525,5726166,35.39,12.33,94.8,1,4.0,214932.42,95675.0,1,63078.56,0.1979,15.0,2026-05-29 00:00:00+00:00,67,0.0597,72485.59,2024,8,3,6,25,0,0,2026,5,2,4,29,0,0,0.011015845506399918,52093.8805,0.419125,0.09575,0.211125,-0.7684242136954503,-0.8861853477335498,-0.6664670541242556,-0.42417259940887697,-0.6239412602259053
CUS-006946,Customer 06946,SMB,Retail,Latin America,Country-10,2025-06-11 00:00:00+00:00,18243,4781005,71.28,32.47,85.08,1,5.0,396262.01,164730.59,3,221512.27,0.0659333333333333,11.666666666666666,2026-07-23 00:00:00+00:00,12,0.4167,270625.98,2025,6,2,2,11,0,0,2026,7,3,3,23,0,0,0.046331737783164836,193741.501,0.294,0.099375,0.15975,-0.6985674669958639,-0.7679311005140855,-0.3131523216091298,-0.5738459587040446,-0.3135887794646696
CUS-006947,Customer 06947,SMB,Retail,Asia Pacific,Country-11,2023-03-16 00:00:00+00:00,8884,2127363,62.47,32.05,69.63,1,6.0,851580.94,300168.74,1,60100.13,0.1375,10.0,2026-07-22 00:00:00+00:00,13,0.4615,83745.4,2023,3,1,3,16,0,0,2026,7,3,2,22,0,0,0.02825099900675155,64888.441999999995,0.294,0.099375,0.186,-0.6287107202962775,-0.4709944708557826,-0.6731090951315957,-0.571124624898678,-0.5959081461660953
CUS-006948,Customer 06948,SMB,Retail,North America,Country-12,2025-04-12 00:00:00+00:00,3674,1606477,16.3,20.6,73.37,1,4.0,457441.32,228013.65,3,411285.0500000001,0.0930333333333333,14.333333333333334,2026-07-15 00:00:00+00:00,20,0.2,419515.2,2025,4,2,5,12,0,0,2026,7,3,2,15,0,0,0.2560167683695441,316344.3400000001,0.294,0.099375,0.319625,-0.7684242136954503,-0.7280329611676267,0.11005003226083795,-0.5520752882611112,-0.04496375704842348
CUS-006949,Customer 06949,SMB,Healthcare,Europe,Country-13,2023-06-04 00:00:00+00:00,2023,2757167,53.18,24.28,76.61,1,3.0,407938.48,206637.19,1,83623.98,0.0738,4.0,2026-03-05 00:00:00+00:00,152,0.0197,101193.16,2023,6,2,6,4,0,0,2026,3,1,3,5,0,0,0.030329675351547437,69359.698,0.294,0.100625,0.211125,-0.8382809603950366,-0.7603162806160719,-0.6206497872578108,-0.19285922595270866,-0.5861115439583048
CUS-006950,Customer 06950,SMB,Retail,Latin America,Country-14,2023-05-05 00:00:00+00:00,10968,796391,28.43,4.79,93.89,1,2.0,159226.63999999998,75148.68,0,0.0,0.0,0.0,,999,0.002,0.0,2023,5,2,4,5,0,0,0,0,0,0,0,0,0,0.0,50.0,0.294,0.099375,0.15975,-0.908137707094623,-0.9225139198087037,-0.8071352525388437,2.1121105071928743,-0.7379703372029967
CUS-006951,Customer 06951,Mid-Market,Finance,Middle East & Africa,Country-15,2025-01-20 00:00:00+00:00,5266,16494548,50.88,21.91,78.56,1,5.0,888238.4,436315.99,1,118264.98,0.0424,11.0,2026-07-13 00:00:00+00:00,22,0.2273,137627.91,2025,1,1,0,20,0,0,2026,7,3,0,13,0,0,0.007169943668659486,101158.2605,0.419125,0.099875,0.1235,-0.6985674669958639,-0.44708827696168274,-0.543398704460744,-0.5466326206503779,-0.5164403223614958
CUS-006952,Customer 06952,SMB,Retail,Europe,Country-16,2023-07-03 00:00:00+00:00,18360,4380645,26.52,17.24,87.78,1,4.0,801260.67,263522.2,1,281453.24,0.0458,9.0,2026-02-19 00:00:00+00:00,166,0.0241,268604.8,2023,7,3,0,3,0,0,2026,2,1,3,19,0,0,0.06424926922861816,207195.476,0.294,0.099375,0.211125,-0.7684242136954503,-0.5038108779779196,-0.17948109859574976,-0.15476055267757505,-0.2841108785821084
CUS-006953,Customer 06953,Enterprise,Logistics,Middle East & Africa,Country-17,2024-08-05 00:00:00+00:00,8437,785983991,43.99,46.41,59.41,1,30.0,3238713.71,1446257.35,7,1078804.79,0.0482,12.285714285714286,2026-07-15 00:00:00+00:00,20,1.5,1324954.92,2024,8,3,0,5,0,0,2026,7,3,2,15,0,0,0.0013725531338462083,932756.138,0.286875,0.10575,0.1235,1.0478512004937959,1.0857762069429397,1.5986509012720242,-0.5520752882611112,1.3056055642328597
CUS-006954,Customer 06954,Mid-Market,Manufacturing,North America,Country-18,2023-04-07 00:00:00+00:00,3154,23351224,57.36,20.2,65.76,1,7.0,790352.16,291541.82,1,101394.88,0.0573,7.0,2026-04-29 00:00:00+00:00,97,0.0722,104812.48,2023,4,2,4,7,0,0,2026,4,2,2,29,0,0,0.0043421655327361,79047.32,0.419125,0.100875,0.319625,-0.5588539735966911,-0.5109248721050557,-0.5810198323697188,-0.3425325852478764,-0.5648857901492098
CUS-006955,Customer 06955,SMB,Government,Asia Pacific,Country-19,2023-03-19 00:00:00+00:00,6836,1686988,70.54,36.0,72.33,1,3.0,131675.63,41586.99,0,0.0,0.0,0.0,,999,0.003,0.0,2023,3,1,6,19,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.100375,0.186,-0.8382809603950366,-0.9404813345460662,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-006956,Customer 06956,Mid-Market,Education,Latin America,Country-20,2023-07-01 00:00:00+00:00,11082,7953710,45.04,11.4,90.51,1,9.0,718582.6699999999,288242.97,2,233203.4,0.0597,5.5,2026-04-17 00:00:00+00:00,109,0.0826,315218.62,2023,7,3,5,1,1,0,2026,4,2,4,17,0,0,0.029320078303081202,205672.87699999998,0.419125,0.09575,0.15975,-0.4191404801975183,-0.5577294063968659,-0.28708054390002,-0.30987657958347614,-0.2874469203397218
CUS-006957,Customer 06957,Mid-Market,Energy,Europe,Country-21,2024-04-13 00:00:00+00:00,965,23424628,70.48,25.51,70.48,1,12.0,1109687.74,426559.93,2,208533.91,0.10805,5.0,2026-06-25 00:00:00+00:00,40,0.3,255948.53,2024,4,2,5,13,0,0,2026,6,2,3,25,0,0,0.008902336037097365,180495.54950000002,0.419125,0.100375,0.211125,-0.20957024009875916,-0.30266990046313563,-0.3420946836347682,-0.4976486121537775,-0.34261089712225495
CUS-006958,Customer 06958,Mid-Market,Logistics,North America,Country-22,2023-09-19 00:00:00+00:00,2808,7764985,72.68,36.3,68.83,1,8.0,768584.0,273695.05,0,0.0,0.0,0.0,,999,0.008,0.0,2023,9,3,1,19,0,0,0,0,0,0,0,0,0,0.0,200.0,0.419125,0.10575,0.319625,-0.48899722689710473,-0.5251209962685353,-0.8071352525388437,2.1121105071928743,-0.7376416845087271
CUS-006959,Customer 06959,Mid-Market,Logistics,Asia Pacific,Country-23,2023-07-21 00:00:00+00:00,24025,18378445,68.1,25.01,67.64,1,14.0,1858627.2,767128.34,1,123267.48,0.1442,13.0,2026-02-15 00:00:00+00:00,170,0.0824,122807.61,2023,7,3,4,21,0,0,2026,2,1,6,15,0,0,0.006707176804131143,94349.6555,0.419125,0.10575,0.186,-0.06985674669958639,0.18575160898412027,-0.5322428907806446,-0.14387521745610832,-0.5313580982112734
CUS-006960,Customer 06960,SMB,Education,Europe,Country-00,2025-01-23 00:00:00+00:00,8704,2331597,71.95,29.64,63.33,1,4.0,840476.54,339230.11,0,0.0,0.0,0.0,,999,0.004,0.0,2025,1,1,3,23,0,0,0,0,0,0,0,0,0,0.0,100.0,0.294,0.09575,0.211125,-0.7684242136954503,-0.4782362148139739,-0.8071352525388437,2.1121105071928743,-0.7378607863049068
CUS-006961,Customer 06961,Mid-Market,Technology,North America,Country-01,2023-06-06 00:00:00+00:00,18710,11926403,71.37,32.66,74.75,1,9.0,798400.9500000001,318471.97,0,0.0,0.0,0.0,,999,0.009,0.0,2023,6,2,1,6,0,0,0,0,0,0,0,0,0,0.0,224.99999999999997,0.419125,0.098625,0.319625,-0.4191404801975183,-0.5056758468219921,-0.8071352525388437,2.1121105071928743,-0.7375869090596823
CUS-006962,Customer 06962,Enterprise,Energy,North America,Country-02,2023-03-27 00:00:00+00:00,22813,454987043,97.27,59.36,41.11,0,35.0,3740326.08,1457211.16,5,499496.3,0.0805999999999999,9.8,2026-06-06 00:00:00+00:00,59,0.5932,510537.91,2023,3,1,0,27,0,0,2026,6,2,5,6,0,0,0.0010978253286215009,393316.7885,0.286875,0.100375,0.319625,1.3971349339917278,1.4129031430945156,0.30676532851044824,-0.44594326985181043,0.12368426017853339
CUS-006963,Customer 06963,Mid-Market,Telecom,Latin America,Country-03,2023-04-10 00:00:00+00:00,2860,24903279,41.94,12.0,98.97,1,11.0,1849842.43,777394.76,0,0.0,0.0,0.0,,999,0.011,0.0,2023,4,2,0,10,0,0,0,0,0,0,0,0,0,0.0,275.0,0.419125,0.098375,0.15975,-0.27942698679834554,0.18002261371453335,-0.8071352525388437,2.1121105071928743,-0.7374773581615924
CUS-006964,Customer 06964,Mid-Market,Energy,North America,Country-04,2025-03-04 00:00:00+00:00,17161,20359122,68.44,34.14,61.06,1,12.0,1127457.92,533636.05,3,72811.62000000001,0.0774666666666666,17.0,2026-03-30 00:00:00+00:00,127,0.0945,84411.14,2025,3,1,1,4,0,0,2026,3,1,0,30,0,0,0.0035763634600745556,61031.047000000006,0.419125,0.100375,0.319625,-0.20957024009875916,-0.2910810623763436,-0.6447618659389024,-0.2608925710868758,-0.6043597678968393
CUS-006965,Customer 06965,Enterprise,Finance,Europe,Country-05,2024-03-04 00:00:00+00:00,20829,831479586,93.15,63.69,38.35,0,46.0,4889334.350000001,2039661.04,8,513327.87,0.09355,10.75,2026-07-07 00:00:00+00:00,28,1.6429,674247.48,2024,3,1,0,4,0,0,2026,7,3,1,7,0,0,0.0006173667744141105,482390.266,0.286875,0.099875,0.211125,2.165559147687178,2.1622298691836717,0.337610389544582,-0.5303046178181777,0.3188458493007108
CUS-006966,Customer 06966,Mid-Market,Manufacturing,Middle East & Africa,Country-06,2025-05-24 00:00:00+00:00,601,24800759,47.19,35.31,67.4,1,12.0,762352.66,302192.29,2,230631.25,0.0382,14.0,2026-07-07 00:00:00+00:00,28,0.4286,215858.61,2025,5,2,5,24,0,0,2026,7,3,1,7,0,0,0.009299362571927738,178518.0135,0.419125,0.100875,0.1235,-0.20957024009875916,-0.529184769979536,-0.2928165611228622,-0.5303046178181777,-0.3469437140183543
CUS-006967,Customer 06967,Mid-Market,Government,Latin America,Country-07,2024-12-27 00:00:00+00:00,7787,5115927,9.19,1.11,100.0,1,6.0,422189.65,202832.36,4,183298.25,0.0849,10.75,2026-05-10 00:00:00+00:00,86,0.0698,191571.27,2024,12,4,4,27,0,0,2026,5,2,6,10,0,0,0.03582894165612605,142114.2445,0.419125,0.100375,0.15975,-0.6287107202962775,-0.7510223679107786,-0.39837140948271216,-0.3724672571069099,-0.4267050257744453
CUS-006968,Customer 06968,Enterprise,Energy,Asia Pacific,Country-08,2023-09-11 00:00:00+00:00,3383,646739680,54.26,51.92,52.43,0,30.0,2618449.84,1116676.23,6,524864.34,0.06695,11.5,2026-07-05 00:00:00+00:00,30,1.0,642982.74,2023,9,3,0,11,0,0,2026,7,3,6,5,0,0,0.0008115542562658286,459989.69499999995,0.286875,0.100375,0.186,1.0478512004937959,0.6812705935773461,0.36333726807452843,-0.5248619502074443,0.26976579588521266
CUS-006969,Customer 06969,Mid-Market,Logistics,Europe,Country-09,2024-12-12 00:00:00+00:00,820,6608100,47.85,27.63,75.59,1,7.0,1068057.52,372595.72,1,375801.89,0.0573,19.0,2026-03-07 00:00:00+00:00,150,0.0467,489936.16,2024,12,4,3,12,0,0,2026,3,1,5,7,0,0,0.056869885443622224,322965.912,0.419125,0.10575,0.211125,-0.5588539735966911,-0.32981908404470484,0.030920892482495067,-0.19830189356344202,-0.030455773861094784
CUS-006970,Customer 06970,Mid-Market,Healthcare,North America,Country-10,2024-02-15 00:00:00+00:00,7363,6660547,65.86,27.03,73.1,1,8.0,899827.91,334834.9,0,0.0,0.0,0.0,,999,0.008,0.0,2024,2,1,3,15,0,0,0,0,0,0,0,0,0,0.0,200.0,0.419125,0.100625,0.319625,-0.48899722689710473,-0.43953016810205064,-0.8071352525388437,2.1121105071928743,-0.7376416845087271
CUS-006971,Customer 06971,SMB,Logistics,Europe,Country-11,2024-05-19 00:00:00+00:00,4591,2857426,36.07,8.59,77.81,1,5.0,528964.59,204075.18,0,0.0,0.0,0.0,,999,0.005,0.0,2024,5,2,6,19,0,0,0,0,0,0,0,0,0,0.0,125.0,0.294,0.10575,0.211125,-0.6985674669958639,-0.6813889994594219,-0.8071352525388437,2.1121105071928743,-0.737806010855862
CUS-006972,Customer 06972,Mid-Market,Technology,North America,Country-12,2024-04-21 00:00:00+00:00,22391,15418399,58.04,32.5,73.55,1,9.0,1344503.3,480501.76,3,199618.28,0.0537666666666666,14.666666666666666,2026-06-20 00:00:00+00:00,45,0.2,201042.88,2024,4,2,6,21,0,0,2026,6,2,5,20,0,0,0.012946757961056786,155212.32,0.419125,0.098625,0.319625,-0.4191404801975183,-0.1495347321587406,-0.36197696391876727,-0.48404194312694404,-0.39800690708897846
