risk_id,customer_id,financial_risk,operational_risk,customer_risk,overall_risk,risk_category,confidence_score
RSK006082,CUS-006082,0.6125,0.3854,0.3118,0.4167,Medium,0.9113
RSK006083,CUS-006083,0.3853,0.1177,0.3083,0.2933,Low,0.8012
RSK006084,CUS-006084,0.6176,0.2693,0.01,0.2441,Low,0.9673
RSK006085,CUS-006085,0.1788,0.1099,0.1142,0.1327,Low,0.7396
RSK006086,CUS-006086,0.3958,0.1572,0.4908,0.3956,Low,0.9182
RSK006087,CUS-006087,0.8652,0.1481,0.1214,0.3499,Low,0.7307
RSK006088,CUS-006088,0.4332,0.4696,0.7361,0.5919,Medium,0.7586
RSK006089,CUS-006089,0.6875,0.4898,0.0851,0.3468,Low,0.9706
RSK006090,CUS-006090,0.5862,0.4342,0.045,0.2852,Low,0.8158
RSK006091,CUS-006091,0.2414,0.3575,0.1427,0.2153,Low,0.8268
RSK006092,CUS-006092,0.5951,0.3901,0.582,0.5475,Medium,0.7602
RSK006093,CUS-006093,0.66,0.2164,0.01,0.2463,Low,0.8388
RSK006094,CUS-006094,0.721,0.4295,0.3564,0.4804,Medium,0.7213
RSK006095,CUS-006095,0.7549,0.3436,0.2174,0.4039,Medium,0.703
RSK006096,CUS-006096,0.1665,0.2977,0.352,0.2855,Low,0.8815
RSK006097,CUS-006097,0.1398,0.4623,0.6734,0.4711,Medium,0.9212
RSK006098,CUS-006098,0.1274,0.2366,0.0309,0.101,Low,0.8496
RSK006099,CUS-006099,0.5753,0.3919,0.1279,0.3149,Low,0.9766
RSK006100,CUS-006100,0.532,0.2904,0.1513,0.2933,Low,0.9194
RSK006101,CUS-006101,0.4792,0.4085,0.0965,0.2737,Low,0.896
RSK006102,CUS-006102,0.5874,0.3449,0.2915,0.3909,Low,0.8254
RSK006103,CUS-006103,0.7806,0.1516,0.0624,0.2957,Low,0.9195
RSK006104,CUS-006104,0.2091,0.2519,0.2802,0.2532,Low,0.828
RSK006105,CUS-006105,0.3457,0.4224,0.7214,0.5489,Medium,0.888
RSK006106,CUS-006106,0.8537,0.4792,0.5236,0.6138,Medium,0.8213
RSK006107,CUS-006107,0.8952,0.1289,0.3527,0.4707,Medium,0.8605
RSK006108,CUS-006108,0.7575,0.2874,0.1561,0.3628,Low,0.8443
RSK006109,CUS-006109,0.1673,0.4726,0.5406,0.415,Medium,0.8107
RSK006110,CUS-006110,0.4259,0.3529,0.5987,0.4977,Medium,0.9256
RSK006111,CUS-006111,0.4365,0.2688,0.0875,0.2285,Low,0.8666
RSK006112,CUS-006112,0.5027,0.1236,0.3977,0.3744,Low,0.8452
RSK006113,CUS-006113,0.4099,0.3205,0.7181,0.5461,Medium,0.7536
RSK006114,CUS-006114,0.2578,0.4995,0.5538,0.4541,Medium,0.9334
RSK006115,CUS-006115,0.8691,0.3929,0.165,0.4218,Medium,0.796
RSK006116,CUS-006116,0.5642,0.4271,0.3203,0.4148,Medium,0.8478
RSK006117,CUS-006117,0.8456,0.1346,0.1672,0.3642,Low,0.9881
RSK006118,CUS-006118,0.3486,0.2621,0.2879,0.3009,Low,0.9269
RSK006119,CUS-006119,0.199,0.2707,0.639,0.4333,Medium,0.8123
RSK006120,CUS-006120,0.8139,0.4522,0.3801,0.5247,Medium,0.8873
RSK006121,CUS-006121,0.3001,0.154,0.5603,0.401,Medium,0.8264
RSK006122,CUS-006122,0.8879,0.1779,0.1307,0.3673,Low,0.8452
RSK006123,CUS-006123,0.384,0.4264,0.1577,0.2793,Low,0.8248
RSK006124,CUS-006124,0.8172,0.2114,0.0233,0.2991,Low,0.784
RSK006125,CUS-006125,0.4346,0.4449,0.4667,0.4527,Medium,0.9307
RSK006126,CUS-006126,0.4448,0.1224,0.5544,0.4351,Medium,0.917
RSK006127,CUS-006127,0.4182,0.3489,0.7415,0.566,Medium,0.9373
RSK006128,CUS-006128,0.2899,0.3039,0.664,0.4798,Medium,0.868
RSK006129,CUS-006129,0.4639,0.3088,0.6809,0.5414,Medium,0.9624
RSK006130,CUS-006130,0.4763,0.3492,0.4082,0.4168,Medium,0.8066
RSK006131,CUS-006131,0.3396,0.3355,0.1161,0.227,Low,0.7754
RSK006132,CUS-006132,0.8309,0.1043,0.6692,0.6047,Medium,0.7387
RSK006133,CUS-006133,0.6505,0.4689,0.2895,0.4337,Medium,0.948
RSK006134,CUS-006134,0.6058,0.3134,0.3827,0.4358,Medium,0.7075
RSK006135,CUS-006135,0.7996,0.3939,0.0482,0.3428,Low,0.7988
RSK006136,CUS-006136,0.4438,0.4362,0.1372,0.289,Low,0.7788
RSK006137,CUS-006137,0.7926,0.3918,0.1864,0.4093,Medium,0.7442
RSK006138,CUS-006138,0.6402,0.2133,0.7609,0.6152,Medium,0.9822
RSK006139,CUS-006139,0.3525,0.4585,0.0718,0.2334,Low,0.933
RSK006140,CUS-006140,0.885,0.2816,0.7263,0.685,Medium,0.9705
RSK006141,CUS-006141,0.8716,0.1552,0.01,0.2975,Low,0.7464
RSK006142,CUS-006142,0.2448,0.2361,0.5723,0.4068,Medium,0.7301
RSK006143,CUS-006143,0.576,0.4241,0.5215,0.5184,Medium,0.7394
RSK006144,CUS-006144,0.396,0.3458,0.3883,0.3821,Low,0.865
RSK006145,CUS-006145,0.3441,0.4086,0.6642,0.5171,Medium,0.706
RSK006146,CUS-006146,0.8555,0.2721,0.244,0.4331,Medium,0.7139
RSK006147,CUS-006147,0.805,0.3607,0.226,0.4266,Medium,0.9008
RSK006148,CUS-006148,0.734,0.1202,0.1703,0.3294,Low,0.922
RSK006149,CUS-006149,0.3545,0.1456,0.3043,0.2876,Low,0.8877
RSK006150,CUS-006150,0.1347,0.3155,0.3662,0.2866,Low,0.7366
RSK006151,CUS-006151,0.1256,0.2048,0.01,0.0836,Low,0.7507
RSK006152,CUS-006152,0.2962,0.4979,0.1249,0.2509,Low,0.7435
RSK006153,CUS-006153,0.4241,0.4042,0.6931,0.5546,Medium,0.9771
RSK006154,CUS-006154,0.8932,0.4061,0.2344,0.4664,Medium,0.7405
RSK006155,CUS-006155,0.3438,0.1657,0.4315,0.352,Low,0.9064
RSK006156,CUS-006156,0.3581,0.3025,0.6029,0.4694,Medium,0.7977
RSK006157,CUS-006157,0.8071,0.3035,0.517,0.5613,Medium,0.877
RSK006158,CUS-006158,0.2298,0.2437,0.0371,0.1362,Low,0.7896
RSK006159,CUS-006159,0.5191,0.3315,0.0237,0.2339,Low,0.9538
RSK006160,CUS-006160,0.3168,0.4122,0.6074,0.4812,Medium,0.9254
RSK006161,CUS-006161,0.2269,0.4586,0.0234,0.1715,Low,0.9583
RSK006162,CUS-006162,0.3507,0.2807,0.5675,0.4451,Medium,0.9404
RSK006163,CUS-006163,0.3822,0.1783,0.7246,0.5126,Medium,0.7981
RSK006164,CUS-006164,0.6026,0.3428,0.4577,0.4782,Medium,0.7315
RSK006165,CUS-006165,0.1764,0.3305,0.6621,0.4501,Medium,0.8313
RSK006166,CUS-006166,0.2019,0.4952,0.7662,0.5427,Medium,0.8334
RSK006167,CUS-006167,0.3857,0.3862,0.4879,0.4369,Medium,0.9624
RSK006168,CUS-006168,0.5175,0.3414,0.3775,0.4123,Medium,0.9458
RSK006169,CUS-006169,0.6046,0.4948,0.3947,0.4777,Medium,0.9477
RSK006170,CUS-006170,0.6989,0.1326,0.1287,0.3005,Low,0.8432
RSK006171,CUS-006171,0.2279,0.4156,0.5843,0.4436,Medium,0.7141
RSK006172,CUS-006172,0.8807,0.3687,0.1974,0.4367,Medium,0.7896
RSK006173,CUS-006173,0.3182,0.1747,0.6394,0.4501,Medium,0.8878
RSK006174,CUS-006174,0.5287,0.3655,0.1682,0.3158,Low,0.9732
RSK006175,CUS-006175,0.7755,0.2767,0.1414,0.3587,Low,0.7377
RSK006176,CUS-006176,0.8646,0.4934,0.5881,0.6521,Medium,0.8853
RSK006177,CUS-006177,0.182,0.3074,0.3497,0.2909,Low,0.9111
RSK006178,CUS-006178,0.5566,0.4763,0.5758,0.5501,Medium,0.7608
RSK006179,CUS-006179,0.3093,0.2429,0.3099,0.2963,Low,0.7854
RSK006180,CUS-006180,0.7924,0.4125,0.3895,0.515,Medium,0.7877
RSK006181,CUS-006181,0.6007,0.1075,0.1286,0.266,Low,0.7606
RSK006182,CUS-006182,0.2008,0.2633,0.1593,0.1925,Low,0.7615
RSK006183,CUS-006183,0.4096,0.155,0.1638,0.2358,Low,0.8041
RSK006184,CUS-006184,0.7169,0.2168,0.6578,0.5873,Medium,0.8578
RSK006185,CUS-006185,0.1317,0.3193,0.6744,0.4406,Medium,0.8008
RSK006186,CUS-006186,0.5462,0.4907,0.0809,0.3024,Low,0.8864
RSK006187,CUS-006187,0.7568,0.357,0.3192,0.458,Medium,0.7315
RSK006188,CUS-006188,0.136,0.3873,0.611,0.4238,Medium,0.7661
RSK006189,CUS-006189,0.4913,0.1759,0.3566,0.3609,Low,0.8722
RSK006190,CUS-006190,0.2932,0.2992,0.1331,0.2143,Low,0.8227
RSK006191,CUS-006191,0.1859,0.1674,0.0874,0.133,Low,0.9036
RSK006192,CUS-006192,0.8944,0.4113,0.7622,0.7317,High,0.7078
RSK006193,CUS-006193,0.7396,0.2148,0.395,0.4623,Medium,0.812
RSK006194,CUS-006194,0.8791,0.4769,0.6937,0.706,High,0.9176
RSK006195,CUS-006195,0.5975,0.3,0.0164,0.2475,Low,0.8226
RSK006196,CUS-006196,0.4876,0.3896,0.6134,0.5309,Medium,0.9047
RSK006197,CUS-006197,0.772,0.2961,0.6009,0.5913,Medium,0.9349
RSK006198,CUS-006198,0.7647,0.2527,0.6347,0.5973,Medium,0.8194
RSK006199,CUS-006199,0.6501,0.2091,0.4263,0.45,Medium,0.9564
RSK006200,CUS-006200,0.2453,0.1357,0.1266,0.164,Low,0.9368
RSK006201,CUS-006201,0.3824,0.2561,0.056,0.1939,Low,0.94
RSK006202,CUS-006202,0.6078,0.1039,0.1587,0.2825,Low,0.906
RSK006203,CUS-006203,0.6005,0.1722,0.2513,0.3402,Low,0.9302
RSK006204,CUS-006204,0.3201,0.1717,0.1069,0.1838,Low,0.7671
RSK006205,CUS-006205,0.3376,0.4692,0.6885,0.5394,Medium,0.8802
RSK006206,CUS-006206,0.8918,0.2823,0.3933,0.5206,Medium,0.9875
RSK006207,CUS-006207,0.7872,0.3122,0.1341,0.3656,Low,0.8313
RSK006208,CUS-006208,0.7371,0.4042,0.2487,0.4263,Medium,0.886
RSK006209,CUS-006209,0.6524,0.1405,0.3312,0.3894,Low,0.8872
RSK006210,CUS-006210,0.2713,0.1618,0.5669,0.3972,Low,0.7296
RSK006211,CUS-006211,0.2212,0.2118,0.6407,0.4291,Medium,0.9464
RSK006212,CUS-006212,0.8192,0.3343,0.0562,0.3407,Low,0.7656
RSK006213,CUS-006213,0.6274,0.1805,0.281,0.3648,Low,0.7249
RSK006214,CUS-006214,0.367,0.2994,0.5842,0.4621,Medium,0.8465
RSK006215,CUS-006215,0.1855,0.2673,0.3916,0.3049,Low,0.9859
RSK006216,CUS-006216,0.1668,0.1853,0.2649,0.2196,Low,0.8666
RSK006217,CUS-006217,0.169,0.2424,0.3055,0.2519,Low,0.7408
RSK006218,CUS-006218,0.8792,0.3626,0.01,0.3413,Low,0.8181
RSK006219,CUS-006219,0.5586,0.1608,0.3505,0.375,Low,0.7348
RSK006220,CUS-006220,0.334,0.4708,0.2914,0.3401,Low,0.9541
RSK006221,CUS-006221,0.1223,0.1485,0.1363,0.1345,Low,0.9666
RSK006222,CUS-006222,0.6832,0.4418,0.1062,0.3464,Low,0.8799
RSK006223,CUS-006223,0.4697,0.3316,0.0661,0.2403,Low,0.883
RSK006224,CUS-006224,0.1442,0.1677,0.0796,0.1166,Low,0.8906
RSK006225,CUS-006225,0.6333,0.3146,0.5394,0.5226,Medium,0.9335
RSK006226,CUS-006226,0.2204,0.3609,0.5105,0.3936,Low,0.9056
RSK006227,CUS-006227,0.2234,0.3991,0.6401,0.4669,Medium,0.7606
RSK006228,CUS-006228,0.765,0.1496,0.5922,0.5555,Medium,0.7086
RSK006229,CUS-006229,0.5773,0.2593,0.7219,0.586,Medium,0.8321
RSK006230,CUS-006230,0.3728,0.1617,0.1163,0.2023,Low,0.9173
RSK006231,CUS-006231,0.8268,0.3255,0.4336,0.5299,Medium,0.7203
RSK006232,CUS-006232,0.6584,0.3241,0.8427,0.6837,Medium,0.8998
RSK006233,CUS-006233,0.2807,0.2822,0.3838,0.3325,Low,0.7032
RSK006234,CUS-006234,0.6251,0.4706,0.2315,0.3974,Low,0.8716
RSK006235,CUS-006235,0.3014,0.4949,0.479,0.4289,Medium,0.8785
RSK006236,CUS-006236,0.7184,0.255,0.3938,0.4634,Medium,0.7873
RSK006237,CUS-006237,0.3187,0.3509,0.5593,0.4454,Medium,0.7696
RSK006238,CUS-006238,0.5679,0.1241,0.7233,0.5568,Medium,0.8313
RSK006239,CUS-006239,0.7975,0.4855,0.8118,0.7422,High,0.9005
RSK006240,CUS-006240,0.7837,0.4228,0.3332,0.4863,Medium,0.8272
RSK006241,CUS-006241,0.6559,0.3923,0.2115,0.381,Low,0.9324
RSK006242,CUS-006242,0.8228,0.4924,0.1339,0.4123,Medium,0.9836
RSK006243,CUS-006243,0.4659,0.2199,0.3433,0.3554,Low,0.7968
RSK006244,CUS-006244,0.5959,0.4738,0.7185,0.6328,Medium,0.8123
RSK006245,CUS-006245,0.3402,0.4561,0.488,0.4373,Medium,0.8689
RSK006246,CUS-006246,0.8142,0.1771,0.4517,0.5055,Medium,0.98
RSK006247,CUS-006247,0.5203,0.1947,0.3381,0.3641,Low,0.8646
RSK006248,CUS-006248,0.6197,0.2131,0.8161,0.6366,Medium,0.7796
RSK006249,CUS-006249,0.7105,0.2659,0.1459,0.3393,Low,0.953
RSK006250,CUS-006250,0.4462,0.4678,0.5073,0.4811,Medium,0.8657
RSK006251,CUS-006251,0.696,0.3201,0.6466,0.5961,Medium,0.9444
RSK006252,CUS-006252,0.7476,0.1585,0.2453,0.3786,Low,0.956
RSK006253,CUS-006253,0.8777,0.2728,0.4289,0.5323,Medium,0.8333
RSK006254,CUS-006254,0.1222,0.3417,0.0614,0.1357,Low,0.7486
RSK006255,CUS-006255,0.6225,0.4423,0.6907,0.6206,Medium,0.9604
RSK006256,CUS-006256,0.7932,0.1181,0.7885,0.6558,Medium,0.9834
RSK006257,CUS-006257,0.7591,0.2761,0.5282,0.5471,Medium,0.8484
RSK006258,CUS-006258,0.186,0.4635,0.5773,0.4372,Medium,0.9068
RSK006259,CUS-006259,0.2005,0.3149,0.1621,0.2042,Low,0.7955
RSK006260,CUS-006260,0.7829,0.3842,0.8149,0.7192,High,0.7648
RSK006261,CUS-006261,0.2748,0.4845,0.1066,0.2326,Low,0.7048
RSK006262,CUS-006262,0.2337,0.1667,0.6593,0.4331,Medium,0.884
RSK006263,CUS-006263,0.1812,0.4582,0.1771,0.2346,Low,0.9676
RSK006264,CUS-006264,0.4882,0.3673,0.5858,0.5128,Medium,0.9836
RSK006265,CUS-006265,0.1736,0.2338,0.0127,0.1052,Low,0.8199
RSK006266,CUS-006266,0.3099,0.3147,0.4644,0.3881,Low,0.7844
RSK006267,CUS-006267,0.7966,0.2355,0.1624,0.3673,Low,0.7806
RSK006268,CUS-006268,0.1075,0.498,0.5046,0.3842,Low,0.9562
RSK006269,CUS-006269,0.6503,0.1966,0.7574,0.6131,Medium,0.7414
RSK006270,CUS-006270,0.8645,0.1041,0.3773,0.4688,Medium,0.9536
RSK006271,CUS-006271,0.5936,0.4983,0.2989,0.4272,Medium,0.7801
RSK006272,CUS-006272,0.1346,0.4282,0.6183,0.4352,Medium,0.8892
RSK006273,CUS-006273,0.7778,0.2794,0.0732,0.3258,Low,0.7385
RSK006274,CUS-006274,0.2346,0.1986,0.1199,0.1701,Low,0.778
RSK006275,CUS-006275,0.3771,0.2867,0.1066,0.2238,Low,0.7827
RSK006276,CUS-006276,0.3709,0.3424,0.1381,0.2488,Low,0.9544
RSK006277,CUS-006277,0.8446,0.3873,0.3795,0.5206,Medium,0.7808
RSK006278,CUS-006278,0.3666,0.4032,0.1921,0.2867,Low,0.9467
RSK006279,CUS-006279,0.4089,0.2917,0.4713,0.4167,Medium,0.8486
RSK006280,CUS-006280,0.88,0.2751,0.2966,0.4673,Medium,0.7241
RSK006281,CUS-006281,0.7728,0.1586,0.2491,0.3881,Low,0.887
RSK006282,CUS-006282,0.5519,0.3737,0.4165,0.4486,Medium,0.9468
RSK006283,CUS-006283,0.5389,0.2386,0.5705,0.4946,Medium,0.8648
RSK006284,CUS-006284,0.3599,0.4969,0.6014,0.5081,Medium,0.9478
RSK006285,CUS-006285,0.4735,0.1281,0.1326,0.234,Low,0.7572
RSK006286,CUS-006286,0.89,0.3367,0.0889,0.3788,Low,0.8095
RSK006287,CUS-006287,0.3966,0.1585,0.6644,0.4829,Medium,0.7807
RSK006288,CUS-006288,0.1733,0.2831,0.2101,0.2137,Low,0.7243
RSK006289,CUS-006289,0.4132,0.2951,0.4502,0.4081,Medium,0.7537
RSK006290,CUS-006290,0.7364,0.3779,0.4184,0.5057,Medium,0.953
RSK006291,CUS-006291,0.5057,0.397,0.189,0.3256,Low,0.9441
RSK006292,CUS-006292,0.7898,0.2942,0.5997,0.5956,Medium,0.8312
RSK006293,CUS-006293,0.6021,0.4232,0.3394,0.435,Medium,0.9427
RSK006294,CUS-006294,0.173,0.4867,0.8187,0.5586,Medium,0.8398
RSK006295,CUS-006295,0.8615,0.4895,0.204,0.4583,Medium,0.7809
RSK006296,CUS-006296,0.2422,0.4616,0.4146,0.3723,Low,0.8014
RSK006297,CUS-006297,0.5106,0.4527,0.6609,0.5742,Medium,0.8822
RSK006298,CUS-006298,0.8808,0.1211,0.5875,0.5822,Medium,0.9884
RSK006299,CUS-006299,0.8546,0.161,0.111,0.3441,Low,0.9734
RSK006300,CUS-006300,0.491,0.305,0.6392,0.5279,Medium,0.7775
RSK006301,CUS-006301,0.8632,0.3028,0.224,0.4315,Medium,0.8589
RSK006302,CUS-006302,0.6196,0.4282,0.1612,0.3521,Low,0.8465
RSK006303,CUS-006303,0.7218,0.197,0.5623,0.5371,Medium,0.7138
RSK006304,CUS-006304,0.2978,0.407,0.4158,0.3786,Low,0.8201
RSK006305,CUS-006305,0.8474,0.1903,0.466,0.5253,Medium,0.781
RSK006306,CUS-006306,0.2303,0.2418,0.4917,0.3633,Low,0.8368
RSK006307,CUS-006307,0.7235,0.2246,0.2899,0.4069,Medium,0.9662
RSK006308,CUS-006308,0.382,0.3023,0.6089,0.4795,Medium,0.808
RSK006309,CUS-006309,0.6543,0.4482,0.514,0.5429,Medium,0.865
RSK006310,CUS-006310,0.647,0.2499,0.7244,0.6063,Medium,0.9808
RSK006311,CUS-006311,0.1159,0.1178,0.01,0.0633,Low,0.8987
RSK006312,CUS-006312,0.6042,0.2142,0.2761,0.3621,Low,0.7485
RSK006313,CUS-006313,0.294,0.1672,0.1403,0.1918,Low,0.8088
RSK006314,CUS-006314,0.4042,0.1955,0.6937,0.5072,Medium,0.9137
RSK006315,CUS-006315,0.5834,0.3814,0.1579,0.3303,Low,0.8433
RSK006316,CUS-006316,0.38,0.1023,0.7097,0.4893,Medium,0.8667
RSK006317,CUS-006317,0.8472,0.1649,0.7186,0.6464,Medium,0.7085
RSK006318,CUS-006318,0.2216,0.2741,0.8794,0.561,Medium,0.7166
RSK006319,CUS-006319,0.4253,0.4102,0.5584,0.4888,Medium,0.8998
RSK006320,CUS-006320,0.8033,0.4172,0.4337,0.5413,Medium,0.9006
RSK006321,CUS-006321,0.8605,0.1823,0.1708,0.38,Low,0.8012
RSK006322,CUS-006322,0.5749,0.1731,0.3108,0.3625,Low,0.9678
RSK006323,CUS-006323,0.4596,0.141,0.0979,0.215,Low,0.9388
RSK006324,CUS-006324,0.8962,0.3673,0.4458,0.5652,Medium,0.7214
RSK006325,CUS-006325,0.421,0.1495,0.209,0.2607,Low,0.8443
RSK006326,CUS-006326,0.2308,0.3476,0.1045,0.191,Low,0.8623
RSK006327,CUS-006327,0.8351,0.2864,0.1389,0.3773,Low,0.9285
RSK006328,CUS-006328,0.6154,0.4055,0.7199,0.6257,Medium,0.8654
RSK006329,CUS-006329,0.2393,0.4502,0.3621,0.3429,Low,0.7412
RSK006330,CUS-006330,0.2182,0.151,0.5295,0.3604,Low,0.9008
RSK006331,CUS-006331,0.6005,0.2516,0.5219,0.4914,Medium,0.932
RSK006332,CUS-006332,0.5364,0.2419,0.1114,0.265,Low,0.8258
RSK006333,CUS-006333,0.1104,0.1221,0.5242,0.3196,Low,0.9237
RSK006334,CUS-006334,0.484,0.4224,0.591,0.5252,Medium,0.8924
RSK006335,CUS-006335,0.6635,0.2322,0.6287,0.5598,Medium,0.7561
RSK006336,CUS-006336,0.5755,0.2087,0.3228,0.3758,Low,0.9629
RSK006337,CUS-006337,0.3236,0.3418,0.6064,0.4686,Medium,0.7378
RSK006338,CUS-006338,0.7912,0.281,0.1173,0.3522,Low,0.7274
RSK006339,CUS-006339,0.161,0.3503,0.5651,0.4009,Medium,0.8471
RSK006340,CUS-006340,0.142,0.2991,0.6032,0.404,Medium,0.847
RSK006341,CUS-006341,0.4277,0.3146,0.6581,0.5203,Medium,0.7154
RSK006342,CUS-006342,0.4902,0.1161,0.7291,0.5348,Medium,0.9126
RSK006343,CUS-006343,0.2638,0.2386,0.733,0.4934,Medium,0.8389
RSK006344,CUS-006344,0.8269,0.2146,0.4269,0.5044,Medium,0.7395
RSK006345,CUS-006345,0.1984,0.2386,0.7889,0.5017,Medium,0.7196
RSK006346,CUS-006346,0.5269,0.4423,0.231,0.362,Low,0.8663
RSK006347,CUS-006347,0.3835,0.1147,0.0601,0.168,Low,0.9103
RSK006348,CUS-006348,0.8011,0.1031,0.5209,0.5214,Medium,0.9203
RSK006349,CUS-006349,0.566,0.313,0.3766,0.4207,Medium,0.9443
RSK006350,CUS-006350,0.5356,0.2788,0.4482,0.4405,Medium,0.8076
RSK006351,CUS-006351,0.5354,0.4903,0.6778,0.5976,Medium,0.8196
RSK006352,CUS-006352,0.5781,0.4391,0.3956,0.459,Medium,0.7719
RSK006353,CUS-006353,0.1251,0.2637,0.831,0.5058,Medium,0.8777
RSK006354,CUS-006354,0.7394,0.2204,0.4433,0.4876,Medium,0.7522
RSK006355,CUS-006355,0.6523,0.384,0.4156,0.4803,Medium,0.7043
RSK006356,CUS-006356,0.625,0.3826,0.2039,0.366,Low,0.7806
RSK006357,CUS-006357,0.6913,0.4349,0.717,0.6529,Medium,0.8264
RSK006358,CUS-006358,0.4992,0.3586,0.4037,0.4233,Medium,0.9362
RSK006359,CUS-006359,0.469,0.2952,0.6345,0.517,Medium,0.8572
RSK006360,CUS-006360,0.2273,0.3851,0.2359,0.2632,Low,0.8389
RSK006361,CUS-006361,0.1513,0.4911,0.3885,0.3379,Low,0.8863
RSK006362,CUS-006362,0.1729,0.343,0.4904,0.3657,Low,0.8916
RSK006363,CUS-006363,0.8637,0.2205,0.3889,0.4977,Medium,0.7362
RSK006364,CUS-006364,0.7038,0.4015,0.3105,0.4467,Medium,0.8799
RSK006365,CUS-006365,0.2986,0.1376,0.7114,0.4728,Medium,0.7874
RSK006366,CUS-006366,0.3669,0.3055,0.3549,0.3486,Low,0.7937
RSK006367,CUS-006367,0.7354,0.4817,0.668,0.651,Medium,0.743
RSK006368,CUS-006368,0.3393,0.4318,0.3363,0.3563,Low,0.9624
RSK006369,CUS-006369,0.8334,0.2322,0.4717,0.5323,Medium,0.704
RSK006370,CUS-006370,0.8214,0.162,0.3432,0.4504,Medium,0.7883
RSK006371,CUS-006371,0.821,0.299,0.2289,0.4205,Medium,0.9861
RSK006372,CUS-006372,0.3895,0.4765,0.4452,0.4347,Medium,0.8987
RSK006373,CUS-006373,0.8126,0.4238,0.66,0.6585,Medium,0.7957
RSK006374,CUS-006374,0.1827,0.1553,0.4533,0.3125,Low,0.9075
RSK006375,CUS-006375,0.3014,0.4041,0.7047,0.5236,Medium,0.7007
RSK006376,CUS-006376,0.3545,0.193,0.6275,0.4587,Medium,0.7662
RSK006377,CUS-006377,0.185,0.3333,0.4465,0.3454,Low,0.976
RSK006378,CUS-006378,0.8777,0.1613,0.3657,0.4784,Medium,0.8333
RSK006379,CUS-006379,0.5905,0.3495,0.2989,0.3965,Low,0.9442
RSK006380,CUS-006380,0.2351,0.1889,0.0625,0.1396,Low,0.7758
RSK006381,CUS-006381,0.8624,0.1473,0.3139,0.4451,Medium,0.7715
RSK006382,CUS-006382,0.5379,0.3377,0.1222,0.29,Low,0.7732
RSK006383,CUS-006383,0.1341,0.1709,0.1901,0.1695,Low,0.9368
RSK006384,CUS-006384,0.6307,0.2206,0.5787,0.5227,Medium,0.7368
RSK006385,CUS-006385,0.3406,0.3093,0.1831,0.2556,Low,0.8775
RSK006386,CUS-006386,0.6249,0.133,0.8324,0.6303,Medium,0.9284
RSK006387,CUS-006387,0.2298,0.3746,0.098,0.1929,Low,0.7358
RSK006388,CUS-006388,0.8278,0.3569,0.1096,0.3745,Low,0.7827
RSK006389,CUS-006389,0.7521,0.4447,0.4314,0.5303,Medium,0.8981
RSK006390,CUS-006390,0.2045,0.192,0.5704,0.385,Low,0.7879
RSK006391,CUS-006391,0.1981,0.3787,0.8188,0.5446,Medium,0.8466
RSK006392,CUS-006392,0.7078,0.2673,0.1828,0.3572,Low,0.9419
RSK006393,CUS-006393,0.8957,0.4792,0.7131,0.7211,High,0.7238
RSK006394,CUS-006394,0.6828,0.3943,0.3047,0.436,Medium,0.7
RSK006395,CUS-006395,0.8727,0.4622,0.0681,0.3883,Low,0.7553
RSK006396,CUS-006396,0.1824,0.4496,0.2502,0.2697,Low,0.7524
RSK006397,CUS-006397,0.1603,0.3202,0.5481,0.3862,Low,0.8659
RSK006398,CUS-006398,0.4393,0.3975,0.255,0.3388,Low,0.964
RSK006399,CUS-006399,0.5856,0.3691,0.0914,0.2952,Low,0.9375
RSK006400,CUS-006400,0.4082,0.3881,0.3162,0.3582,Low,0.8809
RSK006401,CUS-006401,0.2395,0.1461,0.1972,0.1997,Low,0.8396
RSK006402,CUS-006402,0.259,0.3267,0.7319,0.509,Medium,0.7005
RSK006403,CUS-006403,0.6904,0.2983,0.5489,0.5412,Medium,0.7035
RSK006404,CUS-006404,0.6094,0.1216,0.5256,0.4699,Medium,0.9694
RSK006405,CUS-006405,0.2707,0.3271,0.6807,0.487,Medium,0.8178
RSK006406,CUS-006406,0.1016,0.2405,0.3345,0.2458,Low,0.7033
RSK006407,CUS-006407,0.4078,0.3099,0.324,0.3463,Low,0.7191
RSK006408,CUS-006408,0.1518,0.1688,0.4196,0.2891,Low,0.9525
RSK006409,CUS-006409,0.8757,0.3923,0.0901,0.3862,Low,0.7463
RSK006410,CUS-006410,0.5108,0.3219,0.3958,0.4155,Medium,0.87
RSK006411,CUS-006411,0.6096,0.1214,0.3846,0.3995,Low,0.7496
RSK006412,CUS-006412,0.7573,0.3906,0.0576,0.3341,Low,0.793
RSK006413,CUS-006413,0.8,0.3722,0.0753,0.3521,Low,0.9689
RSK006414,CUS-006414,0.7855,0.3252,0.0596,0.3305,Low,0.7456
RSK006415,CUS-006415,0.1676,0.4722,0.2179,0.2537,Low,0.8744
RSK006416,CUS-006416,0.7374,0.3133,0.7876,0.6777,Medium,0.9051
RSK006417,CUS-006417,0.2431,0.2709,0.1703,0.2123,Low,0.7322
RSK006418,CUS-006418,0.2455,0.2615,0.4149,0.3334,Low,0.9767
RSK006419,CUS-006419,0.4427,0.4952,0.1141,0.2889,Low,0.8314
RSK006420,CUS-006420,0.6311,0.3075,0.3367,0.4192,Medium,0.7385
RSK006421,CUS-006421,0.8534,0.3374,0.3199,0.4835,Medium,0.8427
