inventory_id,product_id,warehouse_id,warehouse_name,current_stock,minimum_stock,maximum_stock,reorder_level,lead_time_days,stockout_risk,inventory_turnover,last_restock_date
INV000833,PRD-00833,W02,WH_RIO,159,22,228,45,4,0.3057,3.3,2026-08-02
INV000834,PRD-00834,W02,WH_RIO,181,42,429,85,8,0.5791,5.29,2026-07-26
INV000835,PRD-00835,W04,WH_SAO_PAULO,103,16,166,33,3,0.3832,1.83,2026-07-31
INV000836,PRD-00836,W04,WH_SAO_PAULO,98,20,205,41,8,0.5243,1.95,2026-07-19
INV000837,PRD-00837,W02,WH_BAHIA,355,63,635,127,9,0.4418,6.96,2026-07-09
INV000838,PRD-00838,W01,WH_BAHIA,113,25,259,51,12,0.5654,3.63,2026-07-24
INV000839,PRD-00839,W01,WH_MINAS,168,22,222,44,10,0.2466,2.94,2026-07-29
INV000840,PRD-00840,W03,WH_SAO_PAULO,312,40,409,81,6,0.239,4.97,2026-07-27
INV000841,PRD-00841,W03,WH_BAHIA,441,60,600,120,6,0.2662,7.55,2026-07-20
INV000842,PRD-00842,W01,WH_SAO_PAULO,177,29,292,58,9,0.3959,3.6,2026-07-12
INV000843,PRD-00843,W02,WH_MINAS,511,77,779,155,2,0.3449,10.1,2026-07-23
INV000844,PRD-00844,W04,WH_MINAS,141,26,265,53,4,0.4699,3.28,2026-08-02
INV000845,PRD-00845,W03,WH_SAO_PAULO,369,54,545,109,8,0.3242,6.25,2026-07-25
INV000846,PRD-00846,W02,WH_BAHIA,215,38,387,77,2,0.4459,4.8,2026-07-08
INV000847,PRD-00847,W03,WH_MINAS,256,30,305,61,5,0.1634,3.84,2026-08-04
INV000848,PRD-00848,W03,WH_SAO_PAULO,337,45,456,91,11,0.2626,6.13,2026-08-04
INV000849,PRD-00849,W01,WH_SAO_PAULO,100,18,187,37,6,0.4681,1.6,2026-07-13
INV000850,PRD-00850,W04,WH_MINAS,194,33,337,67,5,0.426,3.87,2026-07-14
INV000851,PRD-00851,W03,WH_MINAS,243,31,312,62,10,0.2236,3.1,2026-07-22
INV000852,PRD-00852,W02,WH_RIO,270,43,438,87,11,0.385,4.67,2026-07-31
INV000853,PRD-00853,W02,WH_RIO,184,39,390,78,3,0.5294,4.63,2026-07-23
INV000854,PRD-00854,W04,WH_MINAS,191,44,447,89,2,0.5737,4.68,2026-07-14
INV000855,PRD-00855,W02,WH_BAHIA,356,52,522,104,7,0.3193,5.71,2026-07-25
INV000856,PRD-00856,W03,WH_MINAS,257,34,342,68,13,0.2507,4.2,2026-08-01
INV000857,PRD-00857,W01,WH_RIO,353,40,402,80,3,0.1241,4.26,2026-07-30
INV000858,PRD-00858,W02,WH_MINAS,455,66,668,133,4,0.3199,8.32,2026-07-22
INV000859,PRD-00859,W04,WH_SAO_PAULO,189,39,393,78,9,0.5203,5.13,2026-07-12
INV000860,PRD-00860,W02,WH_SAO_PAULO,301,33,337,67,3,0.1095,3.6,2026-07-24
INV000861,PRD-00861,W02,WH_SAO_PAULO,217,53,534,106,5,0.5944,5.96,2026-07-27
INV000862,PRD-00862,W03,WH_BAHIA,280,34,347,69,7,0.1954,3.84,2026-07-07
INV000863,PRD-00863,W01,WH_SAO_PAULO,507,69,691,138,3,0.2673,8.94,2026-07-16
INV000864,PRD-00864,W04,WH_BAHIA,241,59,594,118,8,0.595,7.83,2026-07-07
INV000865,PRD-00865,W01,WH_RIO,213,29,292,58,7,0.273,3.38,2026-07-11
INV000866,PRD-00866,W03,WH_RIO,228,31,315,63,7,0.2785,4.15,2026-08-04
INV000867,PRD-00867,W01,WH_RIO,304,55,554,110,4,0.4523,6.0,2026-07-17
INV000868,PRD-00868,W02,WH_MINAS,380,53,532,106,11,0.2871,6.37,2026-07-28
INV000869,PRD-00869,W04,WH_BAHIA,311,57,572,114,9,0.4572,6.61,2026-07-13
INV000870,PRD-00870,W02,WH_SAO_PAULO,201,35,353,70,6,0.4322,4.42,2026-07-17
INV000871,PRD-00871,W01,WH_BAHIA,204,38,385,77,11,0.4715,4.91,2026-07-16
INV000872,PRD-00872,W04,WH_RIO,166,33,331,66,7,0.5,3.53,2026-07-24
INV000873,PRD-00873,W01,WH_BAHIA,164,33,333,66,9,0.509,3.98,2026-07-26
INV000874,PRD-00874,W04,WH_SAO_PAULO,149,26,269,53,6,0.4481,4.02,2026-07-08
INV000875,PRD-00875,W04,WH_MINAS,488,59,591,118,4,0.1757,6.76,2026-07-29
INV000876,PRD-00876,W04,WH_RIO,184,43,431,86,2,0.5741,5.17,2026-07-31
INV000877,PRD-00877,W02,WH_SAO_PAULO,306,44,442,88,8,0.3093,5.97,2026-07-25
INV000878,PRD-00878,W02,WH_SAO_PAULO,409,57,573,114,3,0.2875,6.8,2026-07-26
INV000879,PRD-00879,W03,WH_RIO,106,15,157,31,13,0.3291,2.61,2026-07-07
INV000880,PRD-00880,W04,WH_SAO_PAULO,268,43,434,86,5,0.3839,5.13,2026-08-01
INV000881,PRD-00881,W01,WH_MINAS,252,60,605,121,2,0.5842,6.88,2026-07-14
INV000882,PRD-00882,W01,WH_RIO,155,20,209,41,10,0.2619,2.66,2026-07-10
INV000883,PRD-00883,W03,WH_RIO,440,57,576,115,9,0.2374,7.45,2026-07-17
INV000884,PRD-00884,W02,WH_MINAS,362,43,435,87,5,0.1697,4.7,2026-07-26
INV000885,PRD-00885,W03,WH_BAHIA,307,41,411,82,9,0.2549,5.0,2026-07-31
INV000886,PRD-00886,W04,WH_MINAS,253,41,415,83,9,0.3918,4.49,2026-07-25
INV000887,PRD-00887,W03,WH_BAHIA,141,23,234,46,11,0.4,2.12,2026-07-24
INV000888,PRD-00888,W04,WH_BAHIA,85,14,142,28,13,0.4056,1.3,2026-07-18
INV000889,PRD-00889,W01,WH_MINAS,481,54,540,108,3,0.1109,7.04,2026-07-25
INV000890,PRD-00890,W04,WH_MINAS,169,21,219,43,2,0.2318,2.74,2026-07-22
INV000891,PRD-00891,W04,WH_BAHIA,122,30,300,60,7,0.5947,3.87,2026-07-16
INV000892,PRD-00892,W02,WH_MINAS,213,80,800,160,11,0.7341,9.73,2026-07-08
INV000893,PRD-00893,W01,WH_RIO,259,38,381,76,4,0.322,4.2,2026-07-25
INV000894,PRD-00894,W01,WH_BAHIA,391,44,449,89,2,0.1311,5.45,2026-07-13
INV000895,PRD-00895,W01,WH_RIO,123,28,283,56,4,0.5669,3.97,2026-07-07
INV000896,PRD-00896,W04,WH_MINAS,536,60,602,120,6,0.1111,7.86,2026-07-26
INV000897,PRD-00897,W03,WH_MINAS,91,16,162,32,8,0.4417,2.45,2026-07-24
INV000898,PRD-00898,W01,WH_BAHIA,225,53,535,107,10,0.5802,6.94,2026-07-08
INV000899,PRD-00899,W03,WH_BAHIA,124,19,192,38,7,0.3575,2.7,2026-07-21
INV000900,PRD-00900,W01,WH_SAO_PAULO,307,72,725,145,10,0.5771,9.03,2026-07-13
